tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2020-12-25,Australia,,1,3,2,4,1,2,2,4
2020-12-25,Austria,,1,2,2,4,1,2,1,3
2020-12-25,Belgium,,1,2,2,4,0,2,0,3
2020-12-25,Canada,,3,3,2,4,0,1,2,4
2020-12-25,Canada,Alberta,2,2,2,4,0,1,1,4
2020-12-25,Canada,British Columbia,1,2,2,4,0,1,1,4
2020-12-25,Canada,Manitoba,2,3,2,4,0,2,2,4
2020-12-25,Canada,New Brunswick,1,1,2,3,0,0,2,4
2020-12-25,Canada,Newfoundland and Labrador,1,1,1,3,0,1,2,4
2020-12-25,Canada,Northwest Territories,1,2,2,3,1,0,2,4
2020-12-25,Canada,Nova Scotia,2,2,1,3,0,0,2,4
2020-12-25,Canada,Nunavut,3,3,2,4,0,2,2,9
2020-12-25,Canada,Ontario,3,3,2,4,1,1,0,4
2020-12-25,Canada,Prince Edward Island,2,1,1,3,0,1,2,4
2020-12-25,Canada,Quebec,2,2,2,4,0,1,1,4
2020-12-25,Canada,Saskatchewan,3,2,2,4,0,1,1,9
2020-12-25,Canada,Yukon,1,1,1,3,1,0,2,9
2020-12-25,Chile,,3,3,2,4,1,3,2,3
2020-12-25,China,,3,2,2,4,2,3,2,3
2020-12-25,China,Anhui,1,1,1,2,1,0,1,3
2020-12-25,China,Beijing,1,2,1,0,1,3,1,3
2020-12-25,China,Chongqing,1,1,1,2,1,1,1,3
2020-12-25,China,Fujian,1,1,1,3,1,1,1,3
2020-12-25,China,Gansu,1,1,1,0,1,1,1,3
2020-12-25,China,Guangdong,1,1,1,1,1,1,1,3
2020-12-25,China,Guangxi,1,1,1,0,1,0,1,3
2020-12-25,China,Guizhou,1,1,1,0,0,0,1,3
2020-12-25,China,Hainan,1,0,0,0,1,0,1,3
2020-12-25,China,Hebei,1,1,1,0,1,0,0,9
2020-12-25,China,Heilongjiang,2,2,2,3,2,3,2,3
2020-12-25,China,Henan,1,1,2,3,1,1,1,3
2020-12-25,China,Hubei,1,1,1,3,1,1,1,3
2020-12-25,China,Hunan,1,1,1,0,0,0,1,3
2020-12-25,China,Inner Mongolia,1,1,1,0,1,0,1,3
2020-12-25,China,Jiangsu,1,1,1,1,1,1,1,3
2020-12-25,China,Jiangxi,1,1,1,1,0,1,1,3
2020-12-25,China,Jilin,1,1,1,2,1,1,1,3
2020-12-25,China,Liaoning,1,1,2,0,0,0,1,3
2020-12-25,China,Ningxia,1,0,2,3,1,1,1,3
2020-12-25,China,Qinghai,1,1,1,1,1,1,1,3
2020-12-25,China,Shaanxi,1,1,2,4,1,1,1,3
2020-12-25,China,Shandong,1,2,1,1,0,0,1,3
2020-12-25,China,Shanghai,1,1,1,3,1,1,1,3
2020-12-25,China,Shanxi,1,1,1,1,1,1,1,3
2020-12-25,China,Sichuan,3,2,2,4,1,3,1,3
2020-12-25,China,Tianjin,1,1,1,0,1,1,1,3
2020-12-25,China,Tibet,1,1,2,3,0,1,1,3
2020-12-25,China,Xinjiang,3,3,2,1,2,3,2,3
2020-12-25,China,Yunnan,1,2,1,1,1,1,1,3
2020-12-25,China,Zhejiang,1,1,1,1,1,1,1,3
