Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2020-09-20,Australia,,3,3,2,4,1,2,2,4
2020-09-20,Austria,,1,1,1,3,0,0,0,3
2020-09-20,Belgium,,1,2,2,4,0,0,0,3
2020-09-20,Canada,,2,2,2,4,0,1,2,4
2020-09-20,Canada,Alberta,1,2,1,2,0,0,1,4
2020-09-20,Canada,British Columbia,1,2,2,3,0,0,1,4
2020-09-20,Canada,Manitoba,1,1,2,3,0,1,2,4
2020-09-20,Canada,New Brunswick,1,1,2,3,1,0,2,4
2020-09-20,Canada,Newfoundland and Labrador,1,1,1,3,0,1,2,4
2020-09-20,Canada,Northwest Territories,0,2,2,3,0,0,2,4
2020-09-20,Canada,Nova Scotia,1,0,1,3,0,0,2,4
2020-09-20,Canada,Nunavut,1,2,1,3,0,1,2,4
2020-09-20,Canada,Ontario,2,2,1,3,1,0,0,4
2020-09-20,Canada,Prince Edward Island,1,1,1,3,0,1,2,4
2020-09-20,Canada,Quebec,1,2,2,3,0,0,0,4
2020-09-20,Canada,Saskatchewan,2,2,1,3,0,1,0,9
2020-09-20,Canada,Yukon,1,1,1,3,1,0,2,9
2020-09-20,Chile,,3,3,2,3,2,3,2,4
2020-09-20,China,,3,3,2,4,2,3,2,3
2020-09-20,China,Anhui,1,1,1,2,1,0,1,4
2020-09-20,China,Beijing,1,1,1,0,1,1,1,4
2020-09-20,China,Chongqing,1,1,1,2,1,1,1,4
2020-09-20,China,Fujian,1,1,1,3,1,1,1,4
2020-09-20,China,Gansu,1,1,1,0,1,1,1,4
2020-09-20,China,Guangdong,1,2,1,4,1,1,1,4
2020-09-20,China,Guangxi,1,1,1,0,1,0,1,4
2020-09-20,China,Guizhou,1,1,1,0,0,0,1,4
2020-09-20,China,Hainan,1,0,0,0,1,0,1,4
2020-09-20,China,Hebei,1,1,1,0,1,0,0,9
2020-09-20,China,Heilongjiang,2,2,1,3,1,1,1,4
2020-09-20,China,Henan,1,1,2,3,1,1,1,4
2020-09-20,China,Hubei,1,1,1,3,1,1,1,4
2020-09-20,China,Hunan,1,1,1,0,0,0,1,4
2020-09-20,China,Inner Mongolia,1,1,1,0,1,1,1,4
2020-09-20,China,Jiangsu,1,1,1,1,1,1,1,4
2020-09-20,China,Jiangxi,1,2,1,1,0,1,1,4
2020-09-20,China,Jilin,1,1,1,2,1,1,1,4
2020-09-20,China,Liaoning,1,1,1,0,0,0,2,4
2020-09-20,China,Ningxia,1,0,2,3,1,1,1,4
2020-09-20,China,Qinghai,1,1,1,1,1,1,1,4
