Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2021-07-27,Australia,,2,2,2,4,1,2,2,4
2021-07-27,Austria,,2,2,1,2,1,0,0,3
2021-07-27,Belgium,,1,2,1,4,0,1,0,3
2021-07-27,Canada,,3,1,1,4,1,1,2,4
2021-07-27,Canada,Alberta,1,0,1,0,0,1,0,4
2021-07-27,Canada,British Columbia,1,1,1,0,0,1,2,4
2021-07-27,Canada,Manitoba,2,1,1,4,0,1,2,4
2021-07-27,Canada,New Brunswick,1,1,1,3,0,1,2,4
2021-07-27,Canada,Newfoundland and Labrador,1,1,1,3,1,1,2,4
2021-07-27,Canada,Northwest Territories,1,1,1,2,1,1,2,4
2021-07-27,Canada,Nova Scotia,1,1,1,3,0,1,2,4
2021-07-27,Canada,Nunavut,2,1,1,3,0,1,2,9
2021-07-27,Canada,Ontario,9,9,9,9,9,9,9,9
2021-07-27,Canada,Prince Edward Island,1,1,1,3,0,1,2,4
2021-07-27,Canada,Quebec,1,1,1,4,0,1,0,4
2021-07-27,Canada,Saskatchewan,9,0,1,0,0,1,0,9
2021-07-27,Canada,Yukon,1,1,1,4,0,1,2,9
2021-07-27,Chile,,2,3,2,3,1,2,2,2
2021-07-27,China,,9,9,9,9,9,9,9,9
2021-07-27,China,Anhui,1,1,1,1,1,0,1,3
2021-07-27,China,Beijing,1,1,1,2,0,1,1,3
2021-07-27,China,Chongqing,1,1,1,1,1,1,1,3
2021-07-27,China,Fujian,1,1,1,1,0,0,1,3
2021-07-27,China,Gansu,1,1,2,0,0,0,1,3
2021-07-27,China,Guangdong,1,2,1,3,1,1,1,3
2021-07-27,China,Guangxi,1,1,1,1,1,0,1,3
2021-07-27,China,Guizhou,1,1,1,1,0,1,1,3
2021-07-27,China,Hainan,1,1,0,0,0,0,1,3
2021-07-27,China,Hebei,1,1,0,1,1,0,1,3
2021-07-27,China,Heilongjiang,1,1,1,0,1,1,1,3
2021-07-27,China,Henan,1,1,0,0,1,0,1,3
2021-07-27,China,Hubei,1,1,1,1,1,1,2,3
2021-07-27,China,Hunan,1,1,1,0,0,0,1,3
2021-07-27,China,Inner Mongolia,1,1,1,0,1,0,1,3
2021-07-27,China,Jiangsu,1,2,1,1,1,1,2,3
2021-07-27,China,Jiangxi,1,1,1,1,1,1,2,3
2021-07-27,China,Jilin,1,1,1,2,0,1,1,3
2021-07-27,China,Liaoning,1,1,1,0,0,0,0,3
2021-07-27,China,Ningxia,1,1,1,0,0,0,2,3
2021-07-27,China,Qinghai,1,1,1,1,1,1,2,3
2021-07-27,China,Shaanxi,1,1,1,0,1,1,1,3
2021-07-27,China,Shandong,1,1,1,1,0,0,1,3
2021-07-27,China,Shanghai,1,1,1,1,1,1,1,3
2021-07-27,China,Shanxi,1,1,1,1,1,1,2,3
2021-07-27,China,Sichuan,1,1,1,1,1,0,2,3
2021-07-27,China,Tianjin,1,1,1,1,1,0,1,3
2021-07-27,China,Tibet,1,1,1,2,0,0,1,3
2021-07-27,China,Xinjiang,1,1,1,1,0,0,0,3
2021-07-27,China,Yunnan,3,3,2,4,1,1,2,3
