tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2022-01-05,Australia,,0,0,0,4,1,0,2,3
2022-01-05,Austria,,2,2,2,3,1,2,0,3
2022-01-05,Belgium,,1,3,1,3,0,0,0,3
2022-01-05,Canada,,3,3,2,4,1,2,2,3
2022-01-05,Canada,Alberta,9,9,9,9,9,9,9,9
2022-01-05,Canada,British Columbia,9,9,9,9,9,9,9,9
2022-01-05,Canada,Manitoba,9,9,9,9,9,9,9,9
2022-01-05,Canada,New Brunswick,9,9,9,9,9,9,9,9
2022-01-05,Canada,Newfoundland and Labrador,9,9,9,9,9,9,9,9
2022-01-05,Canada,Northwest Territories,9,9,9,9,9,9,9,9
2022-01-05,Canada,Nova Scotia,9,9,9,9,9,9,9,9
2022-01-05,Canada,Nunavut,9,9,9,9,9,9,9,9
2022-01-05,Canada,Ontario,9,9,9,9,9,9,9,9
2022-01-05,Canada,Prince Edward Island,9,9,9,9,9,9,9,9
2022-01-05,Canada,Quebec,9,9,9,9,9,9,9,9
2022-01-05,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2022-01-05,Canada,Yukon,9,9,9,9,9,9,9,9
2022-01-05,Chile,,1,1,1,2,0,0,2,2
2022-01-05,China,,9,9,9,9,9,9,9,9
2022-01-05,China,Anhui,9,9,9,9,9,9,9,9
2022-01-05,China,Beijing,9,9,9,9,9,9,9,9
2022-01-05,China,Chongqing,9,9,9,9,9,9,9,9
2022-01-05,China,Fujian,9,9,9,9,9,9,9,9
2022-01-05,China,Gansu,9,9,9,9,9,9,9,9
2022-01-05,China,Guangdong,9,9,9,9,9,9,9,9
2022-01-05,China,Guangxi,9,9,9,9,9,9,9,9
2022-01-05,China,Guizhou,9,9,9,9,9,9,9,9
2022-01-05,China,Hainan,9,9,9,9,9,9,9,9
2022-01-05,China,Hebei,9,9,9,9,9,9,9,9
2022-01-05,China,Heilongjiang,9,9,9,9,9,9,9,9
2022-01-05,China,Henan,9,9,9,9,9,9,9,9
2022-01-05,China,Hubei,9,9,9,9,9,9,9,9
2022-01-05,China,Hunan,9,9,9,9,9,9,9,9
2022-01-05,China,Inner Mongolia,9,9,9,9,9,9,9,9
2022-01-05,China,Jiangsu,9,9,9,9,9,9,9,9
2022-01-05,China,Jiangxi,9,9,9,9,9,9,9,9
2022-01-05,China,Jilin,9,9,9,9,9,9,9,9
2022-01-05,China,Liaoning,9,9,9,9,9,9,9,9
2022-01-05,China,Ningxia,9,9,9,9,9,9,9,9
2022-01-05,China,Qinghai,9,9,9,9,9,9,9,9
2022-01-05,China,Shaanxi,9,9,9,9,9,9,9,9
2022-01-05,China,Shandong,9,9,9,9,9,9,9,9
2022-01-05,China,Shanghai,9,9,9,9,9,9,9,9
2022-01-05,China,Shanxi,9,9,9,9,9,9,9,9
2022-01-05,China,Sichuan,9,9,9,9,9,9,9,9
2022-01-05,China,Tianjin,9,9,9,9,9,9,9,9
2022-01-05,China,Tibet,9,9,9,9,9,9,9,9
2022-01-05,China,Xinjiang,9,9,9,9,9,9,9,9
2022-01-05,China,Yunnan,9,9,9,9,9,9,9,9
2022-01-05,China,Zhejiang,9,9,9,9,9,9,9,9
2022-01-05,Colombia,,9,9,9,9,9,9,9,9
2022-01-05,Costa Rica,,9,9,9,9,9,9,9,9
2022-01-05,Czechia,,9,9,9,9,9,9,9,9
2022-01-05,Denmark,,1,1,1,2,0,0,0,2
2022-01-05,Estonia,,9,9,9,9,9,9,9,9
2022-01-05,Finland,,1,1,1,4,0,0,0,2
2022-01-05,France,,1,2,2,3,2,0,2,3
2022-01-05,Germany,,9,9,9,9,9,9,9,9
2022-01-05,Greece,,9,9,9,9,9,9,9,9
2022-01-05,Hungary,,9,9,9,9,9,9,9,9
2022-01-05,Iceland,,1,1,1,3,0,0,0,2
2022-01-05,Ireland,,1,2,2,4,0,0,0,3
2022-01-05,Israel,,2,2,2,3,0,0,0,4
2022-01-05,Italy,,2,3,2,1,2,2,2,3
