Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2020-12-24,Australia,,1,3,2,4,1,2,2,4
2020-12-24,Austria,,1,2,2,4,1,2,1,3
2020-12-24,Belgium,,1,2,2,4,0,2,0,3
2020-12-24,Canada,,3,3,2,4,0,1,2,4
2020-12-24,Canada,Alberta,2,2,2,4,0,1,1,4
2020-12-24,Canada,British Columbia,1,2,2,4,0,1,1,4
2020-12-24,Canada,Manitoba,2,3,2,4,0,2,2,4
2020-12-24,Canada,New Brunswick,1,1,2,3,0,0,2,4
2020-12-24,Canada,Newfoundland and Labrador,1,1,1,3,0,1,2,4
2020-12-24,Canada,Northwest Territories,1,2,2,3,1,0,2,4
2020-12-24,Canada,Nova Scotia,2,2,1,3,0,0,2,4
2020-12-24,Canada,Nunavut,3,3,2,4,0,2,2,9
2020-12-24,Canada,Ontario,3,3,2,4,1,1,0,4
2020-12-24,Canada,Prince Edward Island,2,1,1,3,0,1,2,4
2020-12-24,Canada,Quebec,2,2,2,4,0,1,1,4
2020-12-24,Canada,Saskatchewan,3,2,2,4,0,1,1,9
2020-12-24,Canada,Yukon,1,1,1,3,1,0,2,9
2020-12-24,Chile,,3,3,2,4,1,3,2,3
2020-12-24,China,,3,2,2,4,2,3,2,3
2020-12-24,China,Anhui,1,1,1,2,1,0,1,3
2020-12-24,China,Beijing,1,2,1,0,1,3,1,3
2020-12-24,China,Chongqing,1,1,1,2,1,1,1,3
2020-12-24,China,Fujian,1,1,1,3,1,1,1,3
2020-12-24,China,Gansu,1,1,1,0,1,1,1,3
2020-12-24,China,Guangdong,1,1,1,1,1,1,1,3
2020-12-24,China,Guangxi,1,1,1,0,1,0,1,3
2020-12-24,China,Guizhou,1,1,1,0,0,0,1,3
2020-12-24,China,Hainan,1,0,0,0,1,0,1,3
2020-12-24,China,Hebei,1,1,1,0,1,0,0,9
2020-12-24,China,Heilongjiang,2,2,2,3,2,3,2,3
2020-12-24,China,Henan,1,1,2,3,1,1,1,3
2020-12-24,China,Hubei,1,1,1,3,1,1,1,3
2020-12-24,China,Hunan,1,1,1,0,0,0,1,3
2020-12-24,China,Inner Mongolia,3,2,2,4,2,3,1,3
2020-12-24,China,Jiangsu,1,1,1,1,1,1,1,3
2020-12-24,China,Jiangxi,1,1,1,1,0,1,1,3
2020-12-24,China,Jilin,1,1,1,2,1,1,1,3
2020-12-24,China,Liaoning,1,1,2,0,0,0,1,3
2020-12-24,China,Ningxia,1,0,2,3,1,1,1,3
2020-12-24,China,Qinghai,1,1,1,1,1,1,1,3
2020-12-24,China,Shaanxi,1,1,2,4,1,1,1,3
2020-12-24,China,Shandong,1,2,1,1,0,0,0,3
2020-12-24,China,Shanghai,1,1,1,3,1,1,1,3
2020-12-24,China,Shanxi,1,1,1,1,1,1,1,3
