Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2020-08-23,Australia,,3,3,2,4,1,2,2,4
2020-08-23,Austria,,1,1,1,2,0,0,0,3
2020-08-23,Belgium,,1,2,2,4,0,2,0,3
2020-08-23,Canada,,3,2,2,4,0,1,2,4
2020-08-23,Canada,Alberta,1,2,1,2,1,0,1,4
2020-08-23,Canada,British Columbia,3,1,2,3,0,0,2,4
2020-08-23,Canada,Manitoba,2,1,2,3,0,1,1,4
2020-08-23,Canada,New Brunswick,2,1,2,3,1,0,2,4
2020-08-23,Canada,Newfoundland and Labrador,2,1,2,3,0,1,2,4
2020-08-23,Canada,Northwest Territories,2,2,2,3,0,0,2,4
2020-08-23,Canada,Nova Scotia,3,0,1,3,0,0,2,4
2020-08-23,Canada,Nunavut,2,2,1,3,0,1,2,4
2020-08-23,Canada,Ontario,3,2,1,3,1,0,0,4
2020-08-23,Canada,Prince Edward Island,2,1,1,3,0,1,2,4
2020-08-23,Canada,Quebec,3,2,2,3,0,0,0,4
2020-08-23,Canada,Saskatchewan,3,2,1,3,0,1,0,9
2020-08-23,Canada,Yukon,1,1,1,3,1,0,2,9
2020-08-23,Chile,,3,3,2,3,2,3,2,4
2020-08-23,China,,2,3,2,4,2,3,2,3
2020-08-23,China,Anhui,1,1,1,2,1,0,1,4
2020-08-23,China,Beijing,2,1,1,0,1,1,1,4
2020-08-23,China,Chongqing,1,1,1,3,1,1,1,4
2020-08-23,China,Fujian,1,1,1,3,1,1,1,4
2020-08-23,China,Gansu,1,1,1,0,1,1,1,4
2020-08-23,China,Guangdong,1,1,1,4,1,1,1,4
2020-08-23,China,Guangxi,1,1,1,0,1,0,1,4
2020-08-23,China,Guizhou,1,1,1,0,0,0,1,4
2020-08-23,China,Hainan,1,0,0,0,1,0,1,4
2020-08-23,China,Hebei,2,1,1,0,1,0,0,9
2020-08-23,China,Heilongjiang,2,2,1,3,1,1,1,4
2020-08-23,China,Henan,1,1,2,3,1,1,1,4
2020-08-23,China,Hubei,1,1,1,3,1,1,1,4
2020-08-23,China,Hunan,1,1,1,0,0,0,1,4
2020-08-23,China,Inner Mongolia,1,1,1,0,1,1,1,4
2020-08-23,China,Jiangsu,1,1,1,1,1,1,1,4
2020-08-23,China,Jiangxi,1,2,1,1,0,1,1,4
2020-08-23,China,Jilin,2,1,1,2,1,1,1,4
2020-08-23,China,Liaoning,1,2,1,0,0,0,2,4
2020-08-23,China,Ningxia,1,0,2,3,1,1,1,4
2020-08-23,China,Qinghai,1,1,1,1,1,1,1,4
2020-08-23,China,Shaanxi,1,1,2,3,1,1,1,4
2020-08-23,China,Shandong,1,0,1,1,0,0,0,4
2020-08-23,China,Shanghai,2,1,1,3,1,1,1,4
2020-08-23,China,Shanxi,1,1,1,1,1,1,1,4
2020-08-23,China,Sichuan,1,1,1,0,1,1,1,4
2020-08-23,China,Tianjin,1,1,2,0,1,1,1,4
2020-08-23,China,Tibet,1,1,2,3,0,1,1,4
2020-08-23,China,Xinjiang,1,3,2,4,2,3,2,4
2020-08-23,China,Yunnan,1,1,1,1,1,1,1,4
2020-08-23,China,Zhejiang,1,1,1,1,1,1,1,4
