tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2022-01-30,Australia,,9,9,9,9,9,9,9,9
2022-01-30,Austria,,2,3,2,4,1,2,0,2
2022-01-30,Belgium,,1,3,2,3,1,0,0,3
2022-01-30,Canada,,3,9,9,9,9,9,9,9
2022-01-30,Canada,Alberta,9,9,9,9,9,9,9,9
2022-01-30,Canada,British Columbia,9,9,9,9,9,9,9,9
2022-01-30,Canada,Manitoba,9,9,9,9,9,9,9,9
2022-01-30,Canada,New Brunswick,9,9,9,9,9,9,9,9
2022-01-30,Canada,Newfoundland and Labrador,9,9,9,9,9,9,9,9
2022-01-30,Canada,Northwest Territories,9,9,9,9,9,9,9,9
2022-01-30,Canada,Nova Scotia,9,9,9,9,9,9,9,9
2022-01-30,Canada,Nunavut,9,9,9,9,9,9,9,9
2022-01-30,Canada,Ontario,9,9,9,9,9,9,9,9
2022-01-30,Canada,Prince Edward Island,9,9,9,9,9,9,9,9
2022-01-30,Canada,Quebec,9,9,9,9,9,9,9,9
2022-01-30,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2022-01-30,Canada,Yukon,9,9,9,9,9,9,9,9
2022-01-30,Chile,,1,1,1,2,0,0,2,2
2022-01-30,China,,9,9,9,9,9,9,9,9
2022-01-30,China,Anhui,9,9,9,9,9,9,9,9
2022-01-30,China,Beijing,9,9,9,9,9,9,9,9
2022-01-30,China,Chongqing,9,9,9,9,9,9,9,9
2022-01-30,China,Fujian,9,9,9,9,9,9,9,9
2022-01-30,China,Gansu,9,9,9,9,9,9,9,9
2022-01-30,China,Guangdong,9,9,9,9,9,9,9,9
2022-01-30,China,Guangxi,9,9,9,9,9,9,9,9
2022-01-30,China,Guizhou,9,9,9,9,9,9,9,9
2022-01-30,China,Hainan,9,9,9,9,9,9,9,9
2022-01-30,China,Hebei,9,9,9,9,9,9,9,9
2022-01-30,China,Heilongjiang,9,9,9,9,9,9,9,9
2022-01-30,China,Henan,9,9,9,9,9,9,9,9
2022-01-30,China,Hubei,9,9,9,9,9,9,9,9
2022-01-30,China,Hunan,9,9,9,9,9,9,9,9
2022-01-30,China,Inner Mongolia,9,9,9,9,9,9,9,9
2022-01-30,China,Jiangsu,9,9,9,9,9,9,9,9
2022-01-30,China,Jiangxi,9,9,9,9,9,9,9,9
2022-01-30,China,Jilin,9,9,9,9,9,9,9,9
2022-01-30,China,Liaoning,9,9,9,9,9,9,9,9
2022-01-30,China,Ningxia,9,9,9,9,9,9,9,9
2022-01-30,China,Qinghai,9,9,9,9,9,9,9,9
2022-01-30,China,Shaanxi,9,9,9,9,9,9,9,9
2022-01-30,China,Shandong,9,9,9,9,9,9,9,9
2022-01-30,China,Shanghai,9,9,9,9,9,9,9,9
2022-01-30,China,Shanxi,9,9,9,9,9,9,9,9
2022-01-30,China,Sichuan,9,9,9,9,9,9,9,9
