Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2020-06-14,Australia,,1,1,1,3,1,0,2,4
2020-06-14,Austria,,1,2,2,3,0,0,0,3
2020-06-14,Belgium,,2,2,2,3,0,0,0,3
2020-06-14,Canada,,3,3,2,4,0,1,2,4
2020-06-14,Canada,Alberta,1,2,1,2,1,0,1,4
2020-06-14,Canada,British Columbia,3,2,2,3,0,0,1,4
2020-06-14,Canada,Manitoba,2,1,2,3,0,1,2,4
2020-06-14,Canada,New Brunswick,2,3,2,4,1,0,2,4
2020-06-14,Canada,Newfoundland and Labrador,2,2,2,3,0,1,2,4
2020-06-14,Canada,Northwest Territories,2,2,2,3,0,0,2,4
2020-06-14,Canada,Nova Scotia,3,0,1,4,0,0,2,4
2020-06-14,Canada,Nunavut,2,2,2,3,0,1,2,4
2020-06-14,Canada,Ontario,3,2,2,4,1,0,0,4
2020-06-14,Canada,Prince Edward Island,3,2,2,3,0,1,2,4
2020-06-14,Canada,Quebec,3,2,2,4,0,1,0,4
2020-06-14,Canada,Saskatchewan,3,2,2,3,0,1,0,9
2020-06-14,Canada,Yukon,3,2,2,4,1,0,2,9
2020-06-14,Chile,,3,3,2,4,0,3,2,3
2020-06-14,China,,2,3,2,4,2,3,2,3
2020-06-14,China,Anhui,1,1,1,2,1,0,1,4
2020-06-14,China,Beijing,2,2,1,0,1,1,1,4
2020-06-14,China,Chongqing,1,2,1,3,1,1,1,4
2020-06-14,China,Fujian,1,2,1,3,1,1,1,4
2020-06-14,China,Gansu,1,2,1,0,1,1,1,4
2020-06-14,China,Guangdong,1,1,1,4,1,1,1,4
2020-06-14,China,Guangxi,1,2,1,0,1,0,1,4
2020-06-14,China,Guizhou,1,1,2,0,0,0,1,4
2020-06-14,China,Hainan,1,2,1,0,1,0,1,4
2020-06-14,China,Hebei,2,3,1,1,1,2,0,9
2020-06-14,China,Heilongjiang,2,2,2,3,1,1,2,4
2020-06-14,China,Henan,1,2,2,3,1,1,1,4
2020-06-14,China,Hubei,1,2,1,3,1,1,1,4
2020-06-14,China,Hunan,1,2,1,0,0,0,1,4
2020-06-14,China,Inner Mongolia,1,1,1,0,1,1,1,4
2020-06-14,China,Jiangsu,1,1,1,3,1,1,1,4
2020-06-14,China,Jiangxi,1,2,2,1,0,1,1,4
2020-06-14,China,Jilin,2,2,2,2,1,1,1,4
2020-06-14,China,Liaoning,2,2,1,0,0,0,1,4
