tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2021-06-27,Australia,,2,3,2,4,1,2,2,4
2021-06-27,Austria,,2,2,2,4,1,0,0,3
2021-06-27,Belgium,,1,2,1,4,0,1,0,3
2021-06-27,Canada,,3,2,2,4,1,1,2,4
2021-06-27,Canada,Alberta,1,2,1,4,0,1,1,4
2021-06-27,Canada,British Columbia,1,1,1,4,0,1,0,4
2021-06-27,Canada,Manitoba,2,1,1,4,0,1,2,4
2021-06-27,Canada,New Brunswick,1,1,1,3,0,1,2,4
2021-06-27,Canada,Newfoundland and Labrador,1,1,1,3,1,1,2,4
2021-06-27,Canada,Northwest Territories,1,1,1,3,1,1,2,4
2021-06-27,Canada,Nova Scotia,2,1,1,3,0,1,2,4
2021-06-27,Canada,Nunavut,2,2,1,4,0,1,2,9
2021-06-27,Canada,Ontario,3,2,1,4,1,1,0,4
2021-06-27,Canada,Prince Edward Island,1,1,1,3,0,1,2,4
2021-06-27,Canada,Quebec,1,2,1,4,0,1,0,4
2021-06-27,Canada,Saskatchewan,2,1,1,3,0,1,1,9
2021-06-27,Canada,Yukon,1,1,1,4,0,1,2,9
2021-06-27,Chile,,3,3,2,4,2,3,2,4
2021-06-27,China,,3,2,2,4,1,2,2,3
2021-06-27,China,Anhui,1,1,1,1,1,0,1,3
2021-06-27,China,Beijing,1,1,1,2,0,1,1,3
2021-06-27,China,Chongqing,1,1,1,1,1,1,1,3
2021-06-27,China,Fujian,1,1,1,0,0,0,1,3
2021-06-27,China,Gansu,1,1,2,0,0,0,1,3
2021-06-27,China,Guangdong,2,2,2,4,1,3,1,3
2021-06-27,China,Guangxi,1,1,1,1,1,0,1,3
2021-06-27,China,Guizhou,1,1,1,1,0,1,1,3
2021-06-27,China,Hainan,1,1,0,0,0,0,1,3
2021-06-27,China,Hebei,1,1,0,0,0,0,1,3
2021-06-27,China,Heilongjiang,1,1,1,1,1,1,1,3
2021-06-27,China,Henan,1,1,0,0,1,0,1,3
2021-06-27,China,Hubei,1,1,1,1,0,0,1,3
2021-06-27,China,Hunan,1,1,1,0,0,0,1,3
2021-06-27,China,Inner Mongolia,1,1,1,0,1,0,1,3
2021-06-27,China,Jiangsu,1,1,1,1,1,0,1,3
2021-06-27,China,Jiangxi,1,1,1,1,0,1,2,3
2021-06-27,China,Jilin,1,1,1,2,0,1,1,3
2021-06-27,China,Liaoning,1,1,1,0,0,0,0,3
2021-06-27,China,Ningxia,1,1,1,0,0,0,1,3
2021-06-27,China,Qinghai,1,1,1,1,1,1,1,3
2021-06-27,China,Shaanxi,1,1,1,2,1,1,1,3
2021-06-27,China,Shandong,1,1,1,1,0,0,1,3
2021-06-27,China,Shanghai,1,1,1,1,1,1,1,3
2021-06-27,China,Shanxi,1,1,1,1,1,1,1,3
2021-06-27,China,Sichuan,1,1,1,1,1,0,2,3
2021-06-27,China,Tianjin,1,1,1,1,1,0,1,3
2021-06-27,China,Tibet,1,1,1,2,0,0,1,3
2021-06-27,China,Xinjiang,1,1,1,1,0,0,0,3
2021-06-27,China,Yunnan,1,2,2,4,1,1,1,3
2021-06-27,China,Zhejiang,1,1,2,4,1,2,2,3
2021-06-27,Colombia,,3,2,2,3,2,2,0,1
2021-06-27,Costa Rica,,3,2,2,3,0,1,0,1
2021-06-27,Czechia,,1,2,1,2,0,0,0,3
2021-06-27,Denmark,,1,2,2,3,0,0,0,3
2021-06-27,Estonia,,1,1,1,1,0,0,0,2
2021-06-27,Finland,,2,2,1,4,0,1,0,3
2021-06-27,France,,1,2,1,4,0,0,0,3
2021-06-27,Germany,,1,2,2,4,1,1,1,3
2021-06-27,Greece,,1,1,1,0,1,2,0,3
2021-06-27,Hungary,,2,1,1,3,0,2,0,2
2021-06-27,Iceland,,2,0,0,0,0,0,0,3
2021-06-27,Ireland,,1,2,1,3,1,1,0,3
2021-06-27,Israel,,1,1,0,0,0,0,0,4
2021-06-27,Italy,,1,3,2,4,1,2,2,3
2021-06-27,Japan,,1,2,2,2,0,1,1,4
2021-06-27,Latvia,,2,1,1,3,0,0,0,2
2021-06-27,Lithuania,,2,1,1,4,0,0,0,2
2021-06-27,Luxembourg,,1,1,1,2,0,1,0,3
2021-06-27,Mexico,,3,2,1,0,1,1,2,1
2021-06-27,Netherlands,,1,1,1,0,0,0,0,3
2021-06-27,New Zealand,,0,0,0,0,0,0,0,4
2021-06-27,Norway,,1,2,1,3,1,1,0,3
2021-06-27,Poland,,1,1,1,2,0,1,1,2
2021-06-27,Portugal,,1,2,2,4,1,1,2,3
2021-06-27,Slovakia,,2,1,2,4,0,0,0,2
2021-06-27,Slovenia,,1,1,1,3,0,9,0,1
2021-06-27,South Korea,,1,1,1,4,0,1,1,2
2021-06-27,Spain,,1,1,2,4,0,1,0,3
2021-06-27,Sweden,,0,1,1,4,1,1,1,3
2021-06-27,Switzerland,,1,2,1,3,0,1,0,3
2021-06-27,Taiwan,,3,2,2,4,0,2,2,4
2021-06-27,Turkey,,1,1,1,2,2,1,2,2
2021-06-27,United Kingdom,,1,2,1,4,1,0,0,3
2021-06-27,United Kingdom,England,1,2,1,4,1,0,0,3
2021-06-27,United Kingdom,Northern Ireland,1,2,1,4,1,0,0,3
2021-06-27,United Kingdom,Scotland,1,2,1,4,1,0,0,3
2021-06-27,United Kingdom,Wales,1,2,1,3,1,0,0,3
2021-06-27,United States,,2,2,2,4,1,1,2,3
2021-06-27,United States,Alabama,0,0,1,0,0,0,1,3
2021-06-27,United States,Alaska,1,1,1,3,0,1,1,3
2021-06-27,United States,Arizona,1,1,1,0,0,0,1,3
2021-06-27,United States,Arkansas,1,1,1,0,1,0,1,3
2021-06-27,United States,California,2,0,1,1,0,0,1,3
2021-06-27,United States,Colorado,2,1,1,2,1,0,1,3
2021-06-27,United States,Connecticut,0,0,1,0,0,0,1,3
2021-06-27,United States,Delaware,2,1,1,2,0,0,1,3
2021-06-27,United States,Florida,0,0,1,0,0,0,1,3
2021-06-27,United States,Georgia,1,1,1,0,0,0,1,3
2021-06-27,United States,Hawaii,1,2,2,4,0,0,1,3
2021-06-27,United States,Idaho,1,1,1,0,0,0,1,3
2021-06-27,United States,Illinois,2,0,1,0,0,0,1,3
2021-06-27,United States,Indiana,2,0,1,2,0,0,1,3
2021-06-27,United States,Iowa,1,0,1,0,0,0,1,3
