tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2021-04-18,Australia,,0,1,1,3,1,0,2,4
2021-04-18,Austria,,3,3,2,4,1,2,2,3
2021-04-18,Belgium,,3,2,2,4,1,2,0,4
2021-04-18,Canada,,3,3,2,4,1,2,2,4
2021-04-18,Canada,Alberta,1,2,2,4,0,1,1,4
2021-04-18,Canada,British Columbia,1,2,2,4,0,1,1,4
2021-04-18,Canada,Manitoba,2,3,2,3,0,2,2,4
2021-04-18,Canada,New Brunswick,3,3,2,4,0,2,2,4
2021-04-18,Canada,Newfoundland and Labrador,1,1,1,3,1,1,2,4
2021-04-18,Canada,Northwest Territories,1,2,1,3,1,1,2,4
2021-04-18,Canada,Nova Scotia,2,0,1,3,0,1,2,4
2021-04-18,Canada,Nunavut,3,3,2,4,0,2,2,9
2021-04-18,Canada,Ontario,3,3,2,4,1,2,2,4
2021-04-18,Canada,Prince Edward Island,1,1,1,3,0,1,2,4
2021-04-18,Canada,Quebec,2,2,2,4,0,2,2,4
2021-04-18,Canada,Saskatchewan,2,2,2,4,0,1,1,9
2021-04-18,Canada,Yukon,1,1,1,3,0,1,2,9
2021-04-18,Chile,,3,3,2,4,1,3,2,4
2021-04-18,China,,3,2,2,4,2,3,2,3
2021-04-18,China,Anhui,1,1,1,1,1,0,1,3
2021-04-18,China,Beijing,1,1,1,2,0,1,1,3
2021-04-18,China,Chongqing,1,1,1,2,1,1,1,3
2021-04-18,China,Fujian,1,1,1,4,1,1,1,3
2021-04-18,China,Gansu,1,1,1,1,1,1,1,3
2021-04-18,China,Guangdong,1,1,1,1,1,0,0,3
2021-04-18,China,Guangxi,1,1,1,1,1,0,1,3
2021-04-18,China,Guizhou,1,1,1,0,0,0,1,3
2021-04-18,China,Hainan,1,1,0,0,1,0,1,3
2021-04-18,China,Hebei,1,1,0,0,0,0,0,3
2021-04-18,China,Heilongjiang,1,1,1,3,1,1,1,3
2021-04-18,China,Henan,1,1,0,3,1,1,1,3
2021-04-18,China,Hubei,1,1,1,0,0,0,0,3
2021-04-18,China,Hunan,1,1,1,0,0,0,1,3
2021-04-18,China,Inner Mongolia,1,1,1,0,1,0,1,3
2021-04-18,China,Jiangsu,1,1,1,1,1,1,1,3
2021-04-18,China,Jiangxi,1,1,1,1,0,1,1,3
2021-04-18,China,Jilin,1,1,1,2,1,1,1,3
2021-04-18,China,Liaoning,1,1,1,0,0,0,0,3
2021-04-18,China,Ningxia,1,1,2,0,0,0,1,3
2021-04-18,China,Qinghai,1,1,1,1,1,1,1,3
2021-04-18,China,Shaanxi,1,1,1,3,1,1,1,3
2021-04-18,China,Shandong,1,1,1,1,0,0,0,3
2021-04-18,China,Shanghai,1,1,1,1,1,1,1,3
2021-04-18,China,Shanxi,1,1,1,1,1,1,1,3
2021-04-18,China,Sichuan,1,1,1,1,1,0,2,3
2021-04-18,China,Tianjin,1,1,1,1,1,0,1,3
2021-04-18,China,Tibet,1,1,1,2,0,0,1,3
2021-04-18,China,Xinjiang,1,1,1,1,1,0,1,3
2021-04-18,China,Yunnan,3,3,2,4,1,3,2,3
2021-04-18,China,Zhejiang,1,1,2,4,1,1,1,3
2021-04-18,Colombia,,2,3,2,3,2,3,2,4
2021-04-18,Costa Rica,,1,2,2,3,1,1,2,1
2021-04-18,Czechia,,2,2,2,4,1,0,0,3
2021-04-18,Denmark,,3,2,2,4,0,1,0,4
2021-04-18,Estonia,,2,3,2,4,0,1,0,2
2021-04-18,Finland,,2,2,2,4,0,1,0,3
2021-04-18,France,,2,2,2,4,0,2,2,3
2021-04-18,Germany,,3,2,2,4,1,2,1,3
2021-04-18,Greece,,3,3,2,4,1,2,2,3
2021-04-18,Hungary,,3,2,2,4,0,2,0,4
2021-04-18,Iceland,,1,2,1,3,1,0,0,2
2021-04-18,Ireland,,1,3,2,4,1,2,2,3
2021-04-18,Israel,,1,2,2,3,1,0,0,4
2021-04-18,Italy,,2,3,2,4,1,2,2,3
2021-04-18,Japan,,1,1,1,1,0,1,1,4
2021-04-18,Latvia,,2,2,2,4,0,0,0,3
2021-04-18,Lithuania,,2,2,2,4,0,2,0,2
2021-04-18,Luxembourg,,1,1,1,3,0,2,0,3
2021-04-18,Mexico,,3,2,1,0,1,1,2,1
2021-04-18,Netherlands,,2,2,2,4,1,2,1,3
2021-04-18,New Zealand,,0,0,0,9,0,0,0,4
2021-04-18,Norway,,2,3,2,4,1,1,1,3
2021-04-18,Poland,,3,3,2,4,1,1,1,2
2021-04-18,Portugal,,2,2,2,4,1,1,0,3
2021-04-18,Slovakia,,2,2,2,4,0,2,2,2
2021-04-18,Slovenia,,2,2,2,4,1,1,2,2
2021-04-18,South Korea,,1,1,2,4,0,1,1,3
2021-04-18,Spain,,1,2,2,4,0,2,2,3
2021-04-18,Sweden,,1,2,2,4,1,1,1,3
2021-04-18,Switzerland,,2,2,2,4,0,1,0,3
2021-04-18,Taiwan,,0,0,1,0,0,0,0,3
2021-04-18,Turkey,,2,2,2,3,2,2,2,3
2021-04-18,United Kingdom,,1,2,2,4,1,0,1,3
2021-04-18,United Kingdom,England,1,2,2,4,1,0,1,3
2021-04-18,United Kingdom,Northern Ireland,1,2,2,4,1,0,1,3
2021-04-18,United Kingdom,Scotland,1,2,2,4,1,0,2,3
2021-04-18,United Kingdom,Wales,1,2,2,4,1,0,0,3
2021-04-18,United States,,2,1,1,4,1,1,1,3
2021-04-18,United States,Alabama,1,1,1,0,0,0,1,3
2021-04-18,United States,Alaska,1,1,1,3,0,1,2,3
2021-04-18,United States,Arizona,1,1,1,0,0,0,1,3
2021-04-18,United States,Arkansas,1,1,1,0,1,0,1,3
2021-04-18,United States,California,2,2,2,4,0,2,1,3
2021-04-18,United States,Colorado,2,1,1,2,1,0,1,3
2021-04-18,United States,Connecticut,2,2,1,3,0,0,1,3
2021-04-18,United States,Delaware,2,1,1,4,0,0,1,3
2021-04-18,United States,Florida,1,1,1,4,0,0,1,3
2021-04-18,United States,Georgia,1,1,1,0,0,0,1,3
2021-04-18,United States,Hawaii,2,2,2,4,0,2,2,3
2021-04-18,United States,Idaho,1,1,1,3,0,0,1,3
2021-04-18,United States,Illinois,2,1,1,2,0,1,2,3
2021-04-18,United States,Indiana,2,1,1,4,0,0,1,3
2021-04-18,United States,Iowa,1,1,1,0,0,0,1,3
2021-04-18,United States,Kansas,0,1,1,0,1,0,1,3
2021-04-18,United States,Kentucky,1,1,1,0,1,1,1,3
2021-04-18,United States,Louisiana,2,2,1,2,1,1,1,3
2021-04-18,United States,Maine,1,1,1,3,0,1,2,3
2021-04-18,United States,Maryland,2,1,1,3,0,1,1,3
2021-04-18,United States,Massachusetts,2,2,1,4,1,0,1,3
2021-04-18,United States,Michigan,2,2,1,3,1,0,1,3
