 tDate,Country,Number,HolidayName
2020-01-07,Armenia,1,Christmas Remembrance Day
2020-01-07,Belarus,1,Orthodox Christmas Day
2020-01-07,Cambodia,1,Victory over Genocide Day
2020-01-07,Egypt,1,Coptic Christmas Day
2020-01-07,Eritrea,1,Orthodox Christmas Day
2020-01-07,Ethiopia,1,Ethiopian Christmas Day
2020-01-07,Georgia,1,Orthodox Christmas Day
2020-01-07,Ghana,1,Constitution Day
2020-01-07,Kazakhstan,1,Orthodox Christmas Day
2020-01-07,Kosovo,1,Orthodox Christmas Day
2020-01-07,Kyrgyzstan,1,Orthodox Christmas Day
2020-01-07,Lebanon,1,Orthodox Christmas
2020-01-07,Moldova,1,Orthodox Christmas Day
2020-01-07,North Macedonia,1,Orthodox Christmas Day
2020-01-07,Russia,1,Orthodox Christmas Day
2020-01-07,Serbia,1,Christmas Day
2020-01-07,Sudan,1,Coptic Christmas
2020-01-07,Ukraine,1,Orthodox Christmas Day
