 tDate,Country,Number,HolidayName
2020-12-28,Anguilla,1,Day off for Boxing Day
2020-12-28,Belize,1,Day off for Boxing Day
2020-12-28,Bermuda,1,Boxing Day observed
2020-12-28,Botswana,1,Day off for Boxing Day
2020-12-28,British Virgin Islands,1,Day off for Boxing Day
2020-12-28,Bulgaria,1,Christmas holiday
2020-12-28,Cayman Islands,1,Day off for Boxing Day
2020-12-28,Cook Islands,1,Boxing Day observed
2020-12-28,Eswatini,1,Incwala Day
2020-12-28,Falkland Islands,1,Day off for Boxing Day
2020-12-28,Falkland Islands,2,Christmas Holiday
2020-12-28,Fiji,1,Day off for Boxing Day
2020-12-28,Ghana,1,Day off for Boxing Day
2020-12-28,Gibraltar,1,Day off for Boxing Day
2020-12-28,Isle of Man,1,Day off for Boxing Day
2020-12-28,Jersey,1,Day off for Boxing Day
2020-12-28,Malawi,1,Day off for Boxing Day
2020-12-28,Montserrat,1,Boxing Day observed
2020-12-28,Nauru,1,Boxing Day observed
2020-12-28,New Zealand,1,Day off for Boxing Day
2020-12-28,Rwanda,1,Boxing Day observed
2020-12-28,Saint Helena,1,Day off for Boxing Day
2020-12-28,Sint Maarten,1,Carnival Day
2020-12-28,Turks and Caicos Islands,1,Day off for Boxing Day
2020-12-28,Tuvalu,1,Day off for Boxing Day
2020-12-28,United Kingdom,1,Substitute Bank Holiday for Boxing Day
