 tDate, Area, Confirmeds,Deaths 
2020-05-03,강원,0,0
2020-05-03,경기,2,0
2020-05-03,경남,0,0
2020-05-03,대전,0,0
2020-05-03,부산,0,0
2020-05-03,강원,0,0
2020-05-03,경기,2,0
2020-05-03,경남,0,0
2020-05-03,경북,0,0
2020-05-03,광주,0,0
2020-05-03,대구,4,0
2020-05-03,대전,0,0
2020-05-03,부산,0,0
2020-05-03,서울,2,0
2020-05-03,세종,0,0
2020-05-03,울산,0,0
2020-05-03,인천,0,0
2020-05-03,전남,0,0
2020-05-03,전북,0,0
2020-05-03,제주,0,0
2020-05-03,충남,0,0
2020-05-03,충북,0,0
2020-05-03,경북,0,0
2020-05-03,광주,0,0
2020-05-03,대구,4,0
2020-05-03,서울,2,0
2020-05-03,세종,0,0
2020-05-03,울산,0,0
2020-05-03,인천,0,0
2020-05-03,전남,0,0
2020-05-03,전북,0,0
2020-05-03,제주,0,0
2020-05-03,충남,0,0
2020-05-03,충북,0,0
