 tDate, Country, Province, School_StrIndex, Workplace_StrIndex, CancelPublicEvents_StrIndex, RestrictionsOnGatherings_StrIndex, PublicTransport_StrIndex, StayAtHome_StrIndex, RestrictionsOnInternal_StrIndex, InternationalTravel_StrIndex, PublicInformationCampaigns_StrIndex, Stringency_Index 
2020-08-30,Afghanistan,,66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.25,100.00,18.546666
2020-08-30,Albania,,66.67,66.67,100.00,100.00,0.00,33.33,0.00,0.25,100.00,51.880000
2020-08-30,Algeria,,100.00,66.67,50.00,100.00,75.00,50.00,75.00,1.00,100.00,68.630000
2020-08-30,Andorra,,33.33,66.67,50.00,75.00,50.00,0.00,0.00,0.50,50.00,36.166666
2020-08-30,Angola,,100.00,50.00,75.00,87.50,50.00,50.00,75.00,1.00,100.00,65.388888
2020-08-30,Argentina,,83.33,83.33,100.00,100.00,75.00,50.00,100.00,1.00,100.00,76.962222
2020-08-30,Aruba,,100.00,66.67,100.00,87.50,0.00,66.67,50.00,0.75,100.00,63.510000
2020-08-30,Australia,,83.33,83.33,75.00,87.50,25.00,50.00,75.00,1.00,100.00,64.462222
2020-08-30,Austria,,33.33,33.33,50.00,50.00,0.00,0.00,0.00,0.75,100.00,29.712222
2020-08-30,Azerbaijan,,100.00,66.67,100.00,100.00,75.00,50.00,75.00,1.00,100.00,74.185555
2020-08-30,Bahamas,,100.00,83.33,75.00,87.50,100.00,50.00,100.00,0.50,100.00,77.370000
2020-08-30,Bahrain,,100.00,66.67,100.00,100.00,0.00,0.00,0.00,0.75,100.00,51.935555
2020-08-30,Bangladesh,,100.00,83.33,100.00,87.50,50.00,50.00,75.00,0.75,100.00,71.842222
2020-08-30,Barbados,,66.67,33.33,50.00,0.00,50.00,0.00,0.00,0.50,100.00,33.388888
2020-08-30,Belarus,,0.00,0.00,50.00,100.00,0.00,33.33,0.00,0.50,50.00,25.981111
2020-08-30,Belgium,,33.33,66.67,100.00,100.00,0.00,0.00,0.00,0.75,100.00,44.527777
