 tDate, Country, Province, School_StrIndex, Workplace_StrIndex, CancelPublicEvents_StrIndex, RestrictionsOnGatherings_StrIndex, PublicTransport_StrIndex, StayAtHome_StrIndex, RestrictionsOnInternal_StrIndex, InternationalTravel_StrIndex, PublicInformationCampaigns_StrIndex, Stringency_Index 
2021-10-21,Afghanistan,,0.00,50.00,0.00,0.00,75.00,0.00,0.00,0.50,,
2021-10-21,Andorra,,33.33,33.33,100.00,75.00,50.00,0.00,0.00,0.50,,
2021-10-21,Angola,,0.00,66.67,100.00,100.00,50.00,33.33,75.00,0.50,,
2021-10-21,Argentina,,33.33,33.33,50.00,25.00,50.00,16.67,25.00,0.50,,
2021-10-21,Aruba,,33.33,33.33,50.00,100.00,0.00,33.33,0.00,0.50,,
2021-10-21,Australia,,50.00,83.33,75.00,87.50,25.00,50.00,100.00,1.00,,
2021-10-21,Austria,,50.00,66.67,50.00,75.00,50.00,0.00,75.00,0.75,,
2021-10-21,Azerbaijan,,33.33,33.33,50.00,50.00,0.00,0.00,0.00,0.75,,
2021-10-21,Bahamas,,50.00,50.00,25.00,87.50,0.00,50.00,75.00,0.25,,
2021-10-21,Bangladesh,,0.00,0.00,100.00,100.00,0.00,66.67,0.00,0.50,,
2021-10-21,Barbados,,100.00,66.67,100.00,75.00,50.00,66.67,0.00,0.50,,
2021-10-21,Belarus,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,,
2021-10-21,Belgium,,33.33,66.67,75.00,62.50,0.00,0.00,0.00,0.75,,
2021-10-21,Belize,,100.00,66.67,50.00,100.00,0.00,66.67,50.00,0.25,,
2021-10-21,Benin,,0.00,0.00,75.00,75.00,0.00,33.33,0.00,0.50,,
2021-10-21,Bermuda,,33.33,33.33,50.00,75.00,50.00,33.33,0.00,0.50,,
2021-10-21,Bhutan,,50.00,66.67,50.00,75.00,50.00,33.33,50.00,0.75,,
2021-10-21,Bolivia,,33.33,33.33,100.00,100.00,0.00,0.00,0.00,0.50,,
2021-10-21,Brazil,,50.00,50.00,25.00,37.50,25.00,50.00,0.00,0.25,,
2021-10-21,Brunei,,100.00,100.00,100.00,100.00,50.00,66.67,0.00,1.00,,
2021-10-21,Bulgaria,,66.67,66.67,100.00,75.00,0.00,0.00,0.00,0.75,,
2021-10-21,Burkina Faso,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,,
2021-10-21,Burundi,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,,
2021-10-21,Canada,,83.33,83.33,75.00,87.50,0.00,33.33,75.00,0.75,,
2021-10-21,Canada,Alberta,33.33,66.67,50.00,100.00,0.00,33.33,0.00,0.75,,
2021-10-21,Canada,British Columbia,0.00,33.33,50.00,87.50,0.00,33.33,0.00,0.75,,
2021-10-21,Canada,Manitoba,50.00,33.33,50.00,75.00,0.00,33.33,75.00,0.75,,
2021-10-21,Canada,New Brunswick,50.00,66.67,100.00,87.50,0.00,33.33,100.00,0.75,,
2021-10-21,Canada,Newfoundland and Labrador,33.33,33.33,50.00,50.00,0.00,33.33,100.00,0.75,,
2021-10-21,Canada,Northwest Territories,83.33,83.33,75.00,87.50,25.00,50.00,100.00,0.75,,
2021-10-21,Canada,Nova Scotia,50.00,0.00,50.00,75.00,0.00,33.33,100.00,0.75,,
2021-10-21,Canada,Ontario,33.33,33.33,50.00,75.00,0.00,33.33,0.00,0.75,,
2021-10-21,Canada,Prince Edward Island,33.33,33.33,50.00,75.00,0.00,33.33,100.00,0.75,,
2021-10-21,Canada,Quebec,33.33,33.33,50.00,100.00,0.00,33.33,0.00,0.75,,
2021-10-21,Central African Republic,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,,
2021-10-21,Chile,,16.67,33.33,25.00,62.50,0.00,0.00,75.00,0.50,,
2021-10-21,China,Anhui,33.33,33.33,50.00,87.50,50.00,33.33,100.00,0.75,,
2021-10-21,China,Beijing,50.00,33.33,50.00,50.00,50.00,33.33,100.00,0.75,,
2021-10-21,China,Chongqing,33.33,33.33,50.00,25.00,50.00,33.33,50.00,0.75,,
2021-10-21,Switzerland,,33.33,33.33,100.00,75.00,0.00,0.00,0.00,0.75,,
2021-10-21,United Arab Emirates,,33.33,33.33,50.00,62.50,50.00,0.00,75.00,0.25,,
