 tDate, Country, Province, School_StrIndex, Workplace_StrIndex, CancelPublicEvents_StrIndex, RestrictionsOnGatherings_StrIndex, PublicTransport_StrIndex, StayAtHome_StrIndex, RestrictionsOnInternal_StrIndex, InternationalTravel_StrIndex, PublicInformationCampaigns_StrIndex, Stringency_Index 
2021-02-24,Afghanistan,,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.25,50.00,9.286666
2021-02-24,Albania,,66.67,33.33,100.00,100.00,0.00,66.67,0.00,0.75,100.00,51.935555
2021-02-24,Algeria,,33.33,66.67,50.00,75.00,75.00,50.00,75.00,1.00,100.00,58.444444
2021-02-24,Andorra,,33.33,66.67,100.00,100.00,50.00,0.00,0.00,0.50,100.00,50.055555
2021-02-24,Angola,,33.33,33.33,50.00,100.00,50.00,33.33,50.00,0.75,100.00,50.082222
2021-02-24,Argentina,,83.33,50.00,100.00,87.50,75.00,50.00,75.00,0.75,100.00,69.064444
2021-02-24,Aruba,,0.00,66.67,100.00,100.00,0.00,66.67,0.00,0.75,100.00,48.232222
2021-02-24,Australia,,16.67,50.00,25.00,87.50,25.00,0.00,75.00,1.00,100.00,42.241111
2021-02-24,Austria,,50.00,66.67,100.00,100.00,50.00,66.67,75.00,0.75,100.00,67.676666
2021-02-24,Azerbaijan,,66.67,33.33,100.00,100.00,75.00,33.33,0.00,1.00,100.00,56.592222
2021-02-24,Bahamas,,83.33,50.00,75.00,87.50,50.00,50.00,100.00,0.25,100.00,66.231111
2021-02-24,Bahrain,,100.00,66.67,50.00,25.00,50.00,33.33,50.00,0.25,100.00,52.805555
2021-02-24,Bangladesh,,100.00,83.33,75.00,87.50,75.00,83.33,75.00,0.50,100.00,75.517777
2021-02-24,Barbados,,100.00,100.00,100.00,100.00,50.00,66.67,0.00,0.50,100.00,68.574444
2021-02-24,Belarus,,0.00,0.00,50.00,100.00,0.00,33.33,0.00,1.00,100.00,31.592222
2021-02-24,Belgium,,33.33,66.67,100.00,100.00,0.00,66.67,0.00,1.00,100.00,51.963333
2021-02-24,Belize,,100.00,66.67,100.00,100.00,50.00,66.67,50.00,0.25,100.00,70.398888
2021-02-24,Benin,,0.00,0.00,0.00,75.00,0.00,0.00,0.00,1.00,100.00,19.555555
2021-02-24,Bermuda,,33.33,33.33,100.00,75.00,0.00,33.33,0.00,0.50,100.00,41.721111
2021-02-24,Bhutan,,0.00,16.67,25.00,62.50,50.00,33.33,25.00,0.75,100.00,34.805555
2021-02-24,Bolivia,,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,100.00,16.694444
2021-02-24,Bosnia and Herzegovina,,33.33,50.00,50.00,75.00,0.00,50.00,0.00,0.25,100.00,39.842222
2021-02-24,Botswana,,33.33,33.33,100.00,100.00,0.00,66.67,100.00,0.25,100.00,59.286666
2021-02-24,Brazil,,83.33,83.33,75.00,62.50,75.00,83.33,75.00,0.25,100.00,70.860000
2021-02-24,Brazil,Acre,100.00,100.00,100.00,100.00,100.00,66.67,100.00,0.25,100.00,85.213333
2021-02-24,Brazil,Alagoas,66.67,66.67,75.00,87.50,50.00,33.33,0.00,0.25,100.00,53.268888
2021-02-24,Brazil,Amapa,83.33,66.67,100.00,0.00,75.00,66.67,75.00,0.25,100.00,62.991111
2021-02-24,Brazil,Amazonas,83.33,66.67,100.00,87.50,100.00,66.67,100.00,0.25,100.00,78.268888
2021-02-24,Brazil,Bahia,66.67,66.67,100.00,100.00,75.00,50.00,75.00,0.25,100.00,70.398888
2021-02-24,Brazil,Ceara,66.67,50.00,100.00,100.00,50.00,33.33,50.00,0.25,100.00,61.138888
2021-02-24,Brazil,Distrito Federal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000
2021-02-24,Brazil,Espirito Santo,33.33,66.67,75.00,50.00,25.00,33.33,75.00,0.25,100.00,50.953333
2021-02-24,Brazil,Goias,66.67,66.67,50.00,50.00,50.00,33.33,0.00,0.25,100.00,46.324444
2021-02-24,Brazil,Maranhao,66.67,33.33,100.00,50.00,50.00,33.33,25.00,0.25,100.00,50.953333
2021-02-24,Brazil,Mato Grosso,83.33,50.00,100.00,50.00,25.00,50.00,75.00,0.25,100.00,59.286666
2021-02-24,Brazil,Mato Grosso do Sul,66.67,50.00,50.00,50.00,25.00,66.67,0.00,0.25,100.00,45.398888
2021-02-24,Brazil,Minas Gerais,83.33,83.33,100.00,62.50,75.00,33.33,50.00,0.25,100.00,65.304444
2021-02-24,Brazil,Para,50.00,50.00,100.00,87.50,0.00,33.33,75.00,0.25,100.00,55.120000
2021-02-24,Brazil,Paraiba,100.00,50.00,75.00,87.50,50.00,66.67,100.00,0.25,100.00,69.935555
2021-02-24,Brazil,Parana,83.33,66.67,100.00,75.00,50.00,66.67,50.00,0.25,100.00,65.768888
2021-02-24,Brazil,Pernambuco,83.33,16.67,100.00,62.50,50.00,33.33,100.00,0.50,100.00,60.703333
2021-02-24,Brazil,Piaui,66.67,66.67,100.00,0.00,25.00,66.67,75.00,0.25,100.00,55.584444
2021-02-24,Brazil,Rio de Janeiro,83.33,50.00,75.00,62.50,50.00,0.00,0.00,0.25,100.00,46.786666
2021-02-24,Brazil,Rio Grande do Norte,100.00,66.67,100.00,0.00,0.00,33.33,75.00,0.25,100.00,52.805555
2021-02-24,Brazil,Rio Grande do Sul,50.00,83.33,75.00,87.50,25.00,33.33,25.00,0.25,100.00,53.267777
2021-02-24,Brazil,Rondonia,83.33,100.00,100.00,100.00,75.00,100.00,100.00,0.75,100.00,84.342222
