tDate,Country,Province,SchoolFlag,WorkplaceFlag,CancelPublicEventsFlag,RestrictionsOnGatheringsFlag,PublicTransportFlag,StayAtHomeFlag,RestrictionsOnInternalFlag,PublicInformationCampaignsFlag
2022-12-21,Australia,,,,,,,,,
2022-12-21,Austria,,,,,,,,,
2022-12-21,Belgium,,,,,,,,,
2022-12-21,Canada,,,,,,,,,
2022-12-21,Chile,,,,,,,,,
2022-12-21,China,,,,,,,,,
2022-12-21,Colombia,,,,,,,,,
2022-12-21,Costa Rica,,,,,,,,,
2022-12-21,Czechia,,,,,,,,,
2022-12-21,Denmark,,,,,,,,,
2022-12-21,Estonia,,,,,,,,,
2022-12-21,Finland,,,,,,,,,
2022-12-21,France,,,,,,,,,1
2022-12-21,Germany,,,,,,,,,
2022-12-21,Greece,,,,,,,,,
2022-12-21,Hungary,,,,,,,,,
2022-12-21,Iceland,,,,,,,,,1
2022-12-21,Ireland,,,,,,,,,
2022-12-21,Israel,,,,,,,,,
2022-12-21,Italy,,,,,,,,,
2022-12-21,Japan,,,,,,,,,
2022-12-21,Latvia,,,,,,,,,
2022-12-21,Lithuania,,,,,,,,,
2022-12-21,Luxembourg,,,,,,,,,
2022-12-21,Mexico,,,,,,,,,
2022-12-21,Netherlands,,,,,,,,,
2022-12-21,New Zealand,,,,,,,,,
2022-12-21,Norway,,,,,,,,,
2022-12-21,Poland,,,,,,,,,
2022-12-21,Portugal,,,,,,,,,
2022-12-21,Slovakia,,,,,,,,,
2022-12-21,Slovenia,,,,,,,,,
2022-12-21,South Korea,,,,,,,,,
2022-12-21,Spain,,,,,,,,,
2022-12-21,Sweden,,,,,,,,,
2022-12-21,Switzerland,,,,,,,,,
2022-12-21,Taiwan,,,,,,,,,
2022-12-21,Turkey,,,,,,,,,
2022-12-21,United Kingdom,,,,,,,,,
2022-12-21,United States,,,,,,,,,
