tDate,Country,Province,SchoolFlag,WorkplaceFlag,CancelPublicEventsFlag,RestrictionsOnGatheringsFlag,PublicTransportFlag,StayAtHomeFlag,RestrictionsOnInternalFlag,PublicInformationCampaignsFlag
2022-10-15,Australia,,,,,,,,,
2022-10-15,Austria,,,,,,,,,
2022-10-15,Belgium,,,1,,,,,,1
2022-10-15,Canada,,,,,,,,,
2022-10-15,Chile,,1,,1,1,,,,
2022-10-15,China,,,,,,,,,
2022-10-15,Colombia,,,,,,,,,
2022-10-15,Costa Rica,,,,,,,,,
2022-10-15,Czechia,,,,,,,,,
2022-10-15,Denmark,,,,,,,,,
2022-10-15,Estonia,,,,,,,,,
2022-10-15,Finland,,,,,,,,,
2022-10-15,France,,,,,,,,,
2022-10-15,Germany,,,,,,,,,
2022-10-15,Greece,,,,,,,,,
2022-10-15,Hungary,,,,,,,,,
2022-10-15,Iceland,,,,,,,,,
2022-10-15,Ireland,,,,,,,,,
2022-10-15,Israel,,,,,,,,,
2022-10-15,Italy,,,,,,,,,
2022-10-15,Japan,,,,,,,,,
2022-10-15,Latvia,,,,,,,,,
2022-10-15,Lithuania,,,,,,,,,
2022-10-15,Luxembourg,,,,,,,,,
2022-10-15,Mexico,,,,,,,,,
2022-10-15,Netherlands,,,,,,,,,
2022-10-15,New Zealand,,,,,,,,,
2022-10-15,Norway,,,,,,,,,
2022-10-15,Poland,,,,,,,,,
2022-10-15,Portugal,,,,,,,,,
2022-10-15,Slovakia,,,,,,,,,
2022-10-15,Slovenia,,,,,,,,,
2022-10-15,South Korea,,,,,,,,,
2022-10-15,Spain,,,,,,,,,
2022-10-15,Sweden,,,,,,,,,
2022-10-15,Switzerland,,,,,,,,,
2022-10-15,Taiwan,,,,,,,,,
2022-10-15,Turkey,,,,,,,,,
2022-10-15,United Kingdom,,,,,,,,,
2022-10-15,United States,,,,,,,,,
