tDate,Country,Province,SchoolFlag,WorkplaceFlag,CancelPublicEventsFlag,RestrictionsOnGatheringsFlag,PublicTransportFlag,StayAtHomeFlag,RestrictionsOnInternalFlag,PublicInformationCampaignsFlag
2022-10-12,Australia,,,,,,,,,
2022-10-12,Austria,,,,,,,,,
2022-10-12,Belgium,,,1,,,,,,1
2022-10-12,Canada,,,,,,,,,
2022-10-12,Chile,,,,,,,,,
2022-10-12,China,,,,,,,,,
2022-10-12,Colombia,,,,,,,,,
2022-10-12,Costa Rica,,,,,,,,,
2022-10-12,Czechia,,,,,,,,,
2022-10-12,Denmark,,,,,,,,,1
2022-10-12,Estonia,,,,,,,,,
2022-10-12,Finland,,1,1,,,1,,,1
2022-10-12,France,,,,,,,,,1
2022-10-12,Germany,,,,,,,,,
2022-10-12,Greece,,,,,,,,,
2022-10-12,Hungary,,,,,,,,,
2022-10-12,Iceland,,,,,,,,,
2022-10-12,Ireland,,,,,,,,,
2022-10-12,Israel,,,,,,,,,
2022-10-12,Italy,,,,,,,,,
2022-10-12,Japan,,,,,,,,,
2022-10-12,Latvia,,,,,,,,,
2022-10-12,Lithuania,,,,,,,,,
2022-10-12,Luxembourg,,,,,,,,,
2022-10-12,Mexico,,,,,,,,,
2022-10-12,Netherlands,,,,,,,,,
2022-10-12,New Zealand,,,,,,,,,
2022-10-12,Norway,,,,,,,,,
2022-10-12,Poland,,,,,,,,,
2022-10-12,Portugal,,,,,,,,,
2022-10-12,Slovakia,,,,,,,,,
2022-10-12,Slovenia,,,,,,,,,
2022-10-12,South Korea,,,,,,,,,
2022-10-12,Spain,,,,,,,,,
2022-10-12,Sweden,,,,,,,,,
2022-10-12,Switzerland,,,,,,,,,
2022-10-12,Taiwan,,,,,,,,,
2022-10-12,Turkey,,,,,,,,,
2022-10-12,United Kingdom,,,,,,,,,
2022-10-12,United States,,,,,,,,,
