 tDate, Country, Province, SchoolFlag, WorkplaceFlag, CancelPublicEventsFlag, RestrictionsOnGatheringsFlag, PublicTransportFlag, StayAtHomeFlag, RestrictionsOnInternalFlag, PublicInformationCampaignsFlag 
2021-04-09,Afghanistan,,,1,1,,,,,1
2021-04-09,Albania,,1,1,1,1,,1,,1
2021-04-09,Algeria,,1,1,1,1,0,0,0,1
2021-04-09,Andorra,,1,1,1,1,1,,,1
2021-04-09,Angola,,,1,1,1,1,1,1,1
2021-04-09,Argentina,,0,0,1,0,0,0,0,1
2021-04-09,Aruba,,1,1,1,1,,1,,1
2021-04-09,Australia,,0,0,0,0,0,,0,1
2021-04-09,Austria,,0,0,0,1,1,1,0,1
2021-04-09,Azerbaijan,,0,1,1,1,1,1,,1
2021-04-09,Bahamas,,0,0,0,0,1,0,0,1
2021-04-09,Bahrain,,1,1,1,1,,1,1,1
2021-04-09,Bangladesh,,1,1,1,1,1,1,1,1
2021-04-09,Barbados,,1,1,1,1,1,1,,1
2021-04-09,Belarus,,,,1,1,,1,,1
2021-04-09,Belgium,,1,1,1,1,1,1,,1
2021-04-09,Belize,,1,1,1,1,1,1,1,1
2021-04-09,Benin,,,,,1,1,1,,1
2021-04-09,Bermuda,,1,1,1,1,1,1,,1
2021-04-09,Bhutan,,,1,1,1,1,1,1,1
2021-04-09,Bolivia,,0,,,,,,,1
2021-04-09,Bosnia and Herzegovina,,1,0,1,1,,0,,1
2021-04-09,Botswana,,1,1,1,1,,1,1,1
2021-04-09,Brazil,,0,0,0,0,0,0,0,1
2021-04-09,Brazil,Acre,1,1,1,1,1,1,1,1
2021-04-09,Brazil,Alagoas,1,1,1,1,1,1,0,1
2021-04-09,Brazil,Amapa,1,1,1,,0,1,0,1
2021-04-09,Brazil,Amazonas,1,1,1,0,0,1,1,1
2021-04-09,Brazil,Bahia,1,1,1,0,1,1,0,1
2021-04-09,Brazil,Ceara,0,1,1,1,1,1,1,1
2021-04-09,Brazil,Distrito Federal,,,,,,,,
2021-04-09,Brazil,Espirito Santo,1,0,1,1,1,1,1,1
2021-04-09,Brazil,Goias,1,1,1,1,1,1,,1
2021-04-09,Brazil,Maranhao,1,0,1,1,0,0,0,1
2021-04-09,Brazil,Mato Grosso,0,1,1,1,0,1,0,1
2021-04-09,Brazil,Mato Grosso do Sul,0,1,0,1,,1,1,1
2021-04-09,Brazil,Minas Gerais,1,1,1,1,1,1,0,1
2021-04-09,Brazil,Para,1,1,1,1,,0,0,1
2021-04-09,Brazil,Paraiba,1,1,0,0,1,1,1,1
2021-04-09,Brazil,Parana,1,1,1,1,0,1,1,1
2021-04-09,Brazil,Pernambuco,0,1,1,1,1,1,1,1
2021-04-09,Brazil,Piaui,1,1,1,,0,1,1,1
2021-04-09,Brazil,Rio de Janeiro,0,1,1,0,1,,0,1
2021-04-09,Brazil,Rio Grande do Norte,1,1,1,,0,1,0,1
2021-04-09,Brazil,Rio Grande do Sul,1,1,1,1,1,1,1,1
2021-04-09,Brazil,Rondonia,1,1,0,1,1,0,0,1
2021-04-09,Brazil,Roraima,1,1,1,1,1,0,0,1
2021-04-09,Brazil,Santa Catarina,,,,,,,,
2021-04-09,Brazil,Sao Paulo,0,1,1,,,1,,1
2021-04-09,Brazil,Sergipe,1,1,1,1,1,1,,1
2021-04-09,Brazil,Tocantins,1,1,1,1,0,0,1,1
2021-04-09,Brunei,,1,1,1,1,,,,1
2021-04-09,Bulgaria,,1,1,1,1,,,,1
2021-04-09,Burkina Faso,,,,,,,,0,1
2021-04-09,Burundi,,,1,,,,,,1
2021-04-09,Cambodia,,1,1,0,1,,0,1,1
2021-04-09,Cameroon,,1,1,1,1,,,,1
2021-04-09,Canada,,0,0,0,0,0,0,0,1
2021-04-09,Canada,Alberta,1,1,1,1,,1,0,1
2021-04-09,Canada,British Columbia,1,1,1,1,,1,1,1
2021-04-09,Canada,Manitoba,0,0,1,1,,0,1,1
2021-04-09,Canada,New Brunswick,0,0,0,0,,0,1,1
2021-04-09,Canada,Newfoundland and Labrador,0,1,1,1,1,1,1,1
2021-04-09,Canada,Northwest Territories,1,1,1,1,0,1,1,1
2021-04-09,Canada,Nova Scotia,1,,1,1,,1,1,1
2021-04-09,Canada,Nunavut,0,0,1,0,,1,0,1
2021-04-09,Canada,Ontario,0,1,1,1,1,1,1,1
2021-04-09,Canada,Prince Edward Island,1,1,1,1,,1,1,1
2021-04-09,Canada,Quebec,0,1,1,1,,1,0,1
2021-04-09,Canada,Saskatchewan,0,0,1,0,,1,1,1
2021-04-09,Canada,Yukon,1,1,1,1,,1,1,1
2021-04-09,Cape Verde,,1,1,1,1,,1,0,1
2021-04-09,Central African Republic,,,,,,,0,,1
2021-04-09,Chad,,,,,,,,,0
2021-04-09,Chile,,0,0,1,0,0,0,0,1
2021-04-09,China,,0,0,0,0,0,0,0,1
2021-04-09,China,Anhui,1,1,1,1,1,,1,1
2021-04-09,China,Beijing,1,1,1,1,1,1,1,1
2021-04-09,China,Chongqing,1,1,1,1,1,1,1,1
2021-04-09,China,Fujian,1,1,1,1,1,1,1,1
2021-04-09,China,Gansu,1,1,1,1,1,1,1,1
2021-04-09,China,Guangdong,1,1,1,1,1,,,1
2021-04-09,China,Guangxi,1,1,1,0,1,,1,1
2021-04-09,China,Guizhou,1,1,1,,,,1,1
2021-04-09,China,Hainan,1,1,,,1,,1,1
2021-04-09,China,Hebei,1,1,,,,,,1
2021-04-09,China,Heilongjiang,1,1,1,1,1,1,1,1
2021-04-09,China,Henan,1,1,,1,1,1,1,1
2021-04-09,China,Hubei,1,1,1,,1,1,1,1
2021-04-09,China,Hunan,1,1,1,,,,1,1
2021-04-09,China,Inner Mongolia,1,1,1,,1,,1,1
2021-04-09,China,Jiangsu,1,1,1,1,1,1,1,1
2021-04-09,China,Jiangxi,1,1,1,1,,1,1,1
2021-04-09,China,Jilin,1,1,1,1,1,1,1,1
2021-04-09,China,Liaoning,1,1,1,,,,,1
2021-04-09,China,Ningxia,1,1,1,,,,1,1
2021-04-09,China,Qinghai,1,1,1,1,1,1,1,1
2021-04-09,China,Shaanxi,1,1,1,1,1,1,1,1
2021-04-09,China,Shandong,1,1,1,1,,,,1
2021-04-09,China,Shanghai,1,1,1,1,1,1,1,1
2021-04-09,China,Shanxi,1,1,1,1,1,1,1,1
2021-04-09,China,Sichuan,1,1,1,1,1,,1,1
2021-04-09,China,Tianjin,1,1,1,1,,,1,1
2021-04-09,China,Tibet,1,1,1,1,,,1,1
2021-04-09,China,Xinjiang,1,1,1,1,1,,1,1
2021-04-09,China,Yunnan,0,0,0,0,1,0,0,1
2021-04-09,China,Zhejiang,1,1,1,1,1,1,1,1
2021-04-09,Colombia,,0,0,0,1,0,1,0,1
2021-04-09,Comoros,,,,,,,,,
2021-04-09,Congo,,,1,1,1,,1,1,1
2021-04-09,Costa Rica,,1,1,1,1,1,1,0,1
2021-04-09,Cote d`Ivoire,,,,,,,1,,1
2021-04-09,Croatia,,1,1,1,1,1,,,1
2021-04-09,Cuba,,0,0,1,1,0,0,0,1
2021-04-09,Cyprus,,1,1,1,1,1,1,1,1
2021-04-09,Czechia,,1,1,1,1,0,1,1,1
2021-04-09,Democratic Republic of Congo,,,,0,1,0,1,0,1
2021-04-09,Denmark,,0,1,1,1,,1,,1
2021-04-09,Djibouti,,1,1,1,1,,,,1
2021-04-09,Dominica,,1,,,1,,1,,1
2021-04-09,Dominican Republic,,1,1,1,1,1,1,,1
2021-04-09,Ecuador,,0,0,0,0,1,0,0,1
2021-04-09,Egypt,,1,1,1,1,,1,,1
2021-04-09,El Salvador,,1,1,1,,,,,1
2021-04-09,Eritrea,,1,1,1,1,1,1,1,1
2021-04-09,Estonia,,1,1,1,1,,1,,1
2021-04-09,Eswatini,,1,1,1,1,1,1,1,1
2021-04-09,Ethiopia,,1,1,1,1,1,,,1
2021-04-09,Faeroe Islands,,1,1,1,1,,1,1,1
