 tDate, Country, Province, SchoolFlag, WorkplaceFlag, CancelPublicEventsFlag, RestrictionsOnGatheringsFlag, PublicTransportFlag, StayAtHomeFlag, RestrictionsOnInternalFlag, PublicInformationCampaignsFlag 
2022-05-03,Afghanistan,,,,,,,,,
2022-05-03,Albania,,1,1,,,,,,1
2022-05-03,Algeria,,,,,,,,,
2022-05-03,Andorra,,,,,,,,,
2022-05-03,Angola,,,,,,,,,
2022-05-03,Argentina,,,,,,,,,
2022-05-03,Aruba,,,,,,,,,
2022-05-03,Australia,,,0,0,0,0,,0,1
2022-05-03,Australia,Australian Capital Territory,,,,,,,,
2022-05-03,Australia,New South Wales,,,,,,,,
2022-05-03,Australia,Northern Territory,,,,,,,,
2022-05-03,Australia,Queensland,,,,,,,,
2022-05-03,Australia,South Australia,,,,,,,,
2022-05-03,Australia,Tasmania,,,,,,,,
2022-05-03,Australia,Victoria,,,,,,,,
2022-05-03,Australia,Western Australia,,,,,,,,
2022-05-03,Austria,,,,,,,,,
2022-05-03,Azerbaijan,,,,,,,,,
2022-05-03,Bahamas,,,,,,,,,
2022-05-03,Bahrain,,,,,,,,,
2022-05-03,Bangladesh,,1,1,1,,,1,,
2022-05-03,Barbados,,,,,,,,,
2022-05-03,Belarus,,,,,,,,,
2022-05-03,Belgium,,,,,,,,,
2022-05-03,Belize,,,,,,,,,
2022-05-03,Benin,,,,,,,,,
2022-05-03,Bermuda,,,,,,,,,
2022-05-03,Bhutan,,,,,,,,,
2022-05-03,Bolivia,,,,,,,,,
2022-05-03,Bosnia and Herzegovina,,,,,,,,,
2022-05-03,Botswana,,,,,,,,,
2022-05-03,Brazil,,,,,,,,,
2022-05-03,Brazil,Acre,,,,,,,,
2022-05-03,Brazil,Alagoas,,,,,,,,
2022-05-03,Brazil,Amapa,,,,,,,,
2022-05-03,Brazil,Amazonas,,,,,,,,
2022-05-03,Brazil,Bahia,,,,,,,,
2022-05-03,Brazil,Ceara,,,,,,,,
2022-05-03,Brazil,Distrito Federal,,,,,,,,
2022-05-03,Brazil,Espirito Santo,,,,,,,,
2022-05-03,Brazil,Goias,,,,,,,,
2022-05-03,Brazil,Maranhao,,,,,,,,
2022-05-03,Brazil,Mato Grosso,,,,,,,,
2022-05-03,Brazil,Mato Grosso do Sul,,,,,,,,
2022-05-03,Brazil,Minas Gerais,,,,,,,,
2022-05-03,Brazil,Para,,,,,,,,
2022-05-03,Brazil,Paraiba,,,,,,,,
2022-05-03,Brazil,Parana,,,,,,,,
2022-05-03,Brazil,Pernambuco,,,,,,,,
2022-05-03,Brazil,Piaui,,,,,,,,
2022-05-03,Brazil,Rio de Janeiro,,,,,,,,
2022-05-03,Brazil,Rio Grande do Norte,,,,,,,,
2022-05-03,Brazil,Rio Grande do Sul,,,,,,,,
2022-05-03,Brazil,Rondonia,,,,,,,,
2022-05-03,Brazil,Roraima,,,,,,,,
2022-05-03,Brazil,Santa Catarina,,,,,,,,
2022-05-03,Brazil,Sao Paulo,,,,,,,,
2022-05-03,Brazil,Sergipe,,,,,,,,
2022-05-03,Brazil,Tocantins,,,,,,,,
2022-05-03,Brunei,,1,1,1,1,1,1,,1
2022-05-03,Bulgaria,,,,,,,,,
2022-05-03,Burkina Faso,,,,,,,,,
2022-05-03,Burundi,,,,,,,,,
2022-05-03,Cambodia,,,,,,,,,
2022-05-03,Cameroon,,,,,,,,,
2022-05-03,Canada,,0,,,,,1,1,1
2022-05-03,Canada,Alberta,,,,,,,,
2022-05-03,Canada,British Columbia,,,,,,,,
2022-05-03,Canada,Manitoba,,,,,,,,
2022-05-03,Canada,New Brunswick,,,,,,,,
2022-05-03,Canada,Newfoundland and Labrador,,,,,,,,
2022-05-03,Canada,Northwest Territories,,,,,,,,1
2022-05-03,Canada,Nova Scotia,1,,,,,,,1
2022-05-03,Canada,Nunavut,,,,,,,,
2022-05-03,Canada,Ontario,,,,,,,,1
2022-05-03,Canada,Prince Edward Island,,,,,,,,
2022-05-03,Canada,Quebec,,,,,,,,
2022-05-03,Canada,Saskatchewan,,,,,,,,
2022-05-03,Canada,Yukon,,,,,,,,
2022-05-03,Cape Verde,,,,,,,,,
2022-05-03,Central African Republic,,,,,,,,,
2022-05-03,Chad,,,,,,,,,
2022-05-03,Chile,,,,,,,,,
2022-05-03,China,,,,,,,,,
2022-05-03,China,Anhui,0,0,1,1,,1,1,1
2022-05-03,China,Beijing,0,1,1,1,0,1,1,1
2022-05-03,China,Chongqing,,,,,,,,
2022-05-03,China,Fujian,,,,,,,,
2022-05-03,China,Gansu,1,1,0,1,,1,1,1
2022-05-03,China,Guangdong,0,0,1,0,0,1,1,1
2022-05-03,China,Guangxi,1,1,1,1,1,0,1,1
2022-05-03,China,Guizhou,1,1,1,1,,,1,1
2022-05-03,China,Hainan,,,,,,,,
2022-05-03,China,Hebei,,,,,,,,
2022-05-03,China,Heilongjiang,0,0,0,0,0,0,0,1
