 tDate, Country, Province, SchoolFlag, WorkplaceFlag, CancelPublicEventsFlag, RestrictionsOnGatheringsFlag, PublicTransportFlag, StayAtHomeFlag, RestrictionsOnInternalFlag, PublicInformationCampaignsFlag 
2022-03-02,Afghanistan,,,,,,,,,
2022-03-02,Albania,,1,1,1,1,,,1,1
2022-03-02,Algeria,,,,,,,,,
2022-03-02,Andorra,,,,,,,,,
2022-03-02,Angola,,,,,,,,,
2022-03-02,Argentina,,,,,,,,,
2022-03-02,Aruba,,,,,,,,,
2022-03-02,Australia,,,1,0,0,0,,0,1
2022-03-02,Austria,,0,1,1,1,1,,,1
2022-03-02,Azerbaijan,,,,,,,,,
2022-03-02,Bahamas,,,,,,,,,
2022-03-02,Bahrain,,,,,,,,,
2022-03-02,Bangladesh,,,,,,,,,
2022-03-02,Barbados,,1,1,1,1,,,,1
2022-03-02,Belarus,,,,,,,,,
2022-03-02,Belgium,,1,1,1,1,,,,1
2022-03-02,Belize,,,,,,,,,
2022-03-02,Benin,,,,,,,,,
2022-03-02,Bermuda,,,,,,,,,
2022-03-02,Bhutan,,1,0,0,0,0,0,0,1
2022-03-02,Bolivia,,,,,,,,,
2022-03-02,Bosnia and Herzegovina,,,,,,,,,
2022-03-02,Botswana,,,,,,,,,
2022-03-02,Brazil,,,,,,,,,
2022-03-02,Brazil,Acre,,,,,,,,
2022-03-02,Brazil,Alagoas,,,,,,,,
2022-03-02,Brazil,Amapa,,,,,,,,
2022-03-02,Brazil,Amazonas,,,,,,,,
2022-03-02,Brazil,Bahia,,,,,,,,
2022-03-02,Brazil,Ceara,,,,,,,,
2022-03-02,Brazil,Distrito Federal,,,,,,,,
2022-03-02,Brazil,Espirito Santo,,,,,,,,
2022-03-02,Brazil,Goias,,,,,,,,
2022-03-02,Brazil,Maranhao,,,,,,,,
2022-03-02,Brazil,Mato Grosso,,,,,,,,
2022-03-02,Brazil,Mato Grosso do Sul,,,,,,,,
2022-03-02,Brazil,Minas Gerais,,,,,,,,
2022-03-02,Brazil,Para,,,,,,,,
2022-03-02,Brazil,Paraiba,,,,,,,,
2022-03-02,Brazil,Parana,,,,,,,,
2022-03-02,Brazil,Pernambuco,,,,,,,,
2022-03-02,Brazil,Piaui,,,,,,,,
2022-03-02,Brazil,Rio de Janeiro,,,,,,,,
2022-03-02,Brazil,Rio Grande do Norte,,,,,,,,
2022-03-02,Brazil,Rio Grande do Sul,,,,,,,,
2022-03-02,Brazil,Rondonia,,,,,,,,
2022-03-02,Brazil,Roraima,,,,,,,,
2022-03-02,Brazil,Santa Catarina,,,,,,,,
2022-03-02,Brazil,Sao Paulo,,,,,,,,
2022-03-02,Brazil,Sergipe,,,,,,,,
2022-03-02,Brazil,Tocantins,,,,,,,,
2022-03-02,Brunei,,,,,,,,,
2022-03-02,Bulgaria,,,,,,,,,
