tDate,Country,Province,SchoolFlag,WorkplaceFlag,CancelPublicEventsFlag,RestrictionsOnGatheringsFlag,PublicTransportFlag,StayAtHomeFlag,RestrictionsOnInternalFlag,PublicInformationCampaignsFlag
2022-12-13,Australia,,,,,,,,,1
2022-12-13,Austria,,,,,,,,,
2022-12-13,Belgium,,,,,,,,,
2022-12-13,Canada,,,,,,,,,
2022-12-13,Chile,,,,,,,,,
2022-12-13,China,,,,,,,,,
2022-12-13,Colombia,,,,,,,,,
2022-12-13,Costa Rica,,,,,,,,,
2022-12-13,Czechia,,,,,,,,,
2022-12-13,Denmark,,,,,,,,,
2022-12-13,Estonia,,,,,,,,,
2022-12-13,Finland,,,,,,,,,
2022-12-13,France,,,,,,,,,
2022-12-13,Germany,,,,,,,1,,1
2022-12-13,Greece,,,,,,,,,
2022-12-13,Hungary,,,,,,,,,
2022-12-13,Iceland,,,,,,,,,
2022-12-13,Ireland,,,,,,,,,
2022-12-13,Israel,,,,,,,,,
2022-12-13,Italy,,,,,,,,,
2022-12-13,Japan,,1,0,1,1,,1,1,1
2022-12-13,Latvia,,,,,,,,,
2022-12-13,Lithuania,,,,,,,,,
2022-12-13,Luxembourg,,,,,,,,,
2022-12-13,Mexico,,,,,,,,,
2022-12-13,Netherlands,,,,,,,,,
2022-12-13,New Zealand,,,,,,,,,
2022-12-13,Norway,,,,,,,,,
2022-12-13,Poland,,,,,,,,,
2022-12-13,Portugal,,,,,,,,,
2022-12-13,Slovakia,,,,,,,,,
2022-12-13,Slovenia,,,,,,,,,
2022-12-13,South Korea,,,,,,,,,
2022-12-13,Spain,,,,,,,,,
2022-12-13,Sweden,,,,,,,,,
2022-12-13,Switzerland,,,,,,,,,
2022-12-13,Taiwan,,,,,,,,,
2022-12-13,Turkey,,,,,,,,,
2022-12-13,United Kingdom,,,,,,,,,
2022-12-13,United States,,0,0,,,,0,,1
