 tDate, Country, Province, SchoolFlag, WorkplaceFlag, CancelPublicEventsFlag, RestrictionsOnGatheringsFlag, PublicTransportFlag, StayAtHomeFlag, RestrictionsOnInternalFlag, PublicInformationCampaignsFlag 
2022-02-18,Afghanistan,,,,,,,,,
2022-02-18,Albania,,1,1,1,1,1,1,1,1
2022-02-18,Algeria,,,,,,,,,
2022-02-18,Andorra,,,1,,,,,,1
2022-02-18,Angola,,,,,,,,,
2022-02-18,Argentina,,,1,1,1,,,0,1
2022-02-18,Aruba,,,,,,,,,
2022-02-18,Australia,,,1,0,0,0,,0,1
2022-02-18,Austria,,0,1,1,1,1,,,1
2022-02-18,Azerbaijan,,1,1,1,1,1,,,1
2022-02-18,Bahamas,,1,1,1,1,,,,1
2022-02-18,Bahrain,,1,1,1,1,,1,,1
2022-02-18,Bangladesh,,,,,,,,,
2022-02-18,Barbados,,,,,,,,,
2022-02-18,Belarus,,,,,,,,,
2022-02-18,Belgium,,1,1,1,1,,,,1
2022-02-18,Belize,,,,,,,,,
2022-02-18,Benin,,,1,1,1,1,1,,1
2022-02-18,Bermuda,,1,1,1,1,,1,,1
2022-02-18,Bhutan,,0,0,0,0,0,0,0,1
2022-02-18,Bolivia,,,,,,,,,
2022-02-18,Bosnia and Herzegovina,,,,,,,,,
2022-02-18,Botswana,,,,,,,,,
2022-02-18,Brazil,,,,,,,,,
2022-02-18,Brazil,Acre,,,,,,,,
2022-02-18,Brazil,Alagoas,,,,,,,,
2022-02-18,Brazil,Amapa,,,,,,,,
2022-02-18,Brazil,Amazonas,,,,,,,,
2022-02-18,Brazil,Bahia,,,,,,,,
2022-02-18,Brazil,Ceara,,,,,,,,
2022-02-18,Brazil,Distrito Federal,,,,,,,,
2022-02-18,Brazil,Espirito Santo,,,,,,,,
2022-02-18,Brazil,Goias,,,,,,,,
2022-02-18,Brazil,Maranhao,,,,,,,,
2022-02-18,Brazil,Mato Grosso,,,,,,,,
2022-02-18,Brazil,Mato Grosso do Sul,,,,,,,,
2022-02-18,Brazil,Minas Gerais,,,,,,,,
2022-02-18,Brazil,Para,,,,,,,,
2022-02-18,Brazil,Paraiba,,,,,,,,
2022-02-18,Brazil,Parana,,,,,,,,
2022-02-18,Brazil,Pernambuco,,,,,,,,
2022-02-18,Brazil,Piaui,,,,,,,,
2022-02-18,Brazil,Rio de Janeiro,,,,,,,,
2022-02-18,Brazil,Rio Grande do Norte,,,,,,,,
2022-02-18,Brazil,Rio Grande do Sul,,,,,,,,
2022-02-18,Brazil,Rondonia,,,,,,,,
2022-02-18,Brazil,Roraima,,,,,,,,
2022-02-18,Brazil,Santa Catarina,,,,,,,,
2022-02-18,Brazil,Sao Paulo,,,,,,,,
2022-02-18,Brazil,Sergipe,,,,,,,,
2022-02-18,Brazil,Tocantins,,,,,,,,
2022-02-18,Brunei,,1,1,1,1,1,1,,1
2022-02-18,Bulgaria,,1,1,1,1,,,,1
2022-02-18,Burkina Faso,,,,,,,,,
2022-02-18,Burundi,,,,,,,1,1,1
2022-02-18,Cambodia,,,,,,,,,1
2022-02-18,Cameroon,,,,,,,,,
2022-02-18,Canada,,0,0,0,0,0,1,1,1
2022-02-18,Canada,Alberta,,,,,,,,
2022-02-18,Canada,British Columbia,,,,,,,,
2022-02-18,Canada,Manitoba,,,,,,,,
2022-02-18,Canada,New Brunswick,,,,,,,,
2022-02-18,Canada,Newfoundland and Labrador,,,,,,,,
2022-02-18,Canada,Northwest Territories,,,,,,,,
2022-02-18,Canada,Nova Scotia,,,,,,,,
2022-02-18,Canada,Nunavut,,,,,,,,
2022-02-18,Canada,Ontario,,,,,,,,
2022-02-18,Canada,Prince Edward Island,,,,,,,,
2022-02-18,Canada,Quebec,,,,,,,,
2022-02-18,Canada,Saskatchewan,,,,,,,,
2022-02-18,Canada,Yukon,,,,,,,,
2022-02-18,Cape Verde,,,1,1,,1,1,1,1
2022-02-18,Central African Republic,,,,,,,1,,1
2022-02-18,Chad,,1,1,1,1,,,,1
2022-02-18,Chile,,0,0,0,0,,,0,1
2022-02-18,China,,,,,,,,,
2022-02-18,China,Anhui,,,,,,,,
2022-02-18,China,Beijing,,,,,,,,
2022-02-18,China,Chongqing,,,,,,,,
2022-02-18,China,Fujian,,,,,,,,
2022-02-18,China,Gansu,,,,,,,,
2022-02-18,China,Guangdong,,,,,,,,
2022-02-18,China,Guangxi,,,,,,,,
2022-02-18,China,Guizhou,,,,,,,,
2022-02-18,China,Hainan,,,,,,,,
2022-02-18,China,Hebei,,,,,,,,
2022-02-18,China,Heilongjiang,,,,,,,,
2022-02-18,China,Henan,,,,,,,,
2022-02-18,China,Hubei,,,,,,,,
2022-02-18,China,Hunan,,,,,,,,
2022-02-18,China,Inner Mongolia,,,,,,,,
2022-02-18,China,Jiangsu,,,,,,,,
2022-02-18,China,Jiangxi,,,,,,,,
2022-02-18,China,Jilin,,,,,,,,
