 tDate, Country, Province, SchoolFlag, WorkplaceFlag, CancelPublicEventsFlag, RestrictionsOnGatheringsFlag, PublicTransportFlag, StayAtHomeFlag, RestrictionsOnInternalFlag, PublicInformationCampaignsFlag 
2021-11-19,Afghanistan,,,0,0,,0,,,
2021-11-19,Albania,,1,1,1,1,,1,,1
2021-11-19,Algeria,,,,,,,,,
2021-11-19,Andorra,,1,1,1,1,1,,,1
2021-11-19,Angola,,,0,0,0,1,1,0,1
2021-11-19,Argentina,,,,,,,,,
2021-11-19,Aruba,,1,,1,1,,1,,1
2021-11-19,Australia,,0,0,0,0,0,0,0,1
2021-11-19,Austria,,0,1,0,1,1,1,,1
2021-11-19,Azerbaijan,,,,,,,,,
2021-11-19,Bahamas,,1,0,0,0,,1,0,1
2021-11-19,Bahrain,,,,,,,,,
2021-11-19,Bangladesh,,,,,,,,,
2021-11-19,Barbados,,,,,,,,,
2021-11-19,Belarus,,,,,,,,,1
2021-11-19,Belgium,,1,1,0,0,,,,1
2021-11-19,Belize,,,,,,,,,
2021-11-19,Benin,,,,,,,,,
2021-11-19,Bermuda,,1,1,1,1,,1,,1
2021-11-19,Bhutan,,1,1,1,1,,,1,1
2021-11-19,Bolivia,,0,0,0,0,,0,,1
2021-11-19,Bosnia and Herzegovina,,1,1,1,1,,,,1
2021-11-19,Botswana,,,,,,,,,1
2021-11-19,Brazil,,,,,,,,,
2021-11-19,Brazil,Acre,,,,,,,,
2021-11-19,Brazil,Alagoas,,,,,,,,
2021-11-19,Brazil,Amapa,,,,,,,,
2021-11-19,Brazil,Amazonas,,,,,,,,
2021-11-19,Brazil,Bahia,,,,,,,,
2021-11-19,Brazil,Ceara,,,,,,,,
2021-11-19,Brazil,Distrito Federal,,,,,,,,
2021-11-19,Brazil,Espirito Santo,,,,,,,,
2021-11-19,Brazil,Goias,,,,,,,,
2021-11-19,Brazil,Maranhao,,,,,,,,
2021-11-19,Brazil,Mato Grosso,,,,,,,,
2021-11-19,Brazil,Mato Grosso do Sul,,,,,,,,
2021-11-19,Brazil,Minas Gerais,,,,,,,,
2021-11-19,Brazil,Para,,,,,,,,
2021-11-19,Brazil,Paraiba,,,,,,,,
2021-11-19,Brazil,Parana,,,,,,,,
2021-11-19,Brazil,Pernambuco,,,,,,,,
2021-11-19,Brazil,Piaui,,,,,,,,
2021-11-19,Brazil,Rio de Janeiro,,,,,,,,
2021-11-19,Brazil,Rio Grande do Norte,,,,,,,,
2021-11-19,Brazil,Rio Grande do Sul,,,,,,,,
2021-11-19,Brazil,Rondonia,,,,,,,,
2021-11-19,Brazil,Roraima,,,,,,,,
2021-11-19,Brazil,Santa Catarina,,,,,,,,
2021-11-19,Brazil,Sao Paulo,,,,,,,,
2021-11-19,Brazil,Sergipe,,,,,,,,
2021-11-19,Brazil,Tocantins,,,,,,,,
2021-11-19,Brunei,,1,1,1,1,1,1,,1
2021-11-19,Bulgaria,,1,1,1,1,,,,1
2021-11-19,Burkina Faso,,,,,,,,,
2021-11-19,Burundi,,,,,,,,,1
2021-11-19,Cambodia,,,,,,,,,
2021-11-19,Cameroon,,,,,,,,,
2021-11-19,Canada,,0,0,0,0,0,1,0,1
2021-11-19,Canada,Alberta,,,,,,,,
2021-11-19,Canada,British Columbia,,,,,,,,
2021-11-19,Canada,Manitoba,,,,,,,,
2021-11-19,Canada,New Brunswick,,,,,,,,
2021-11-19,Canada,Newfoundland and Labrador,,,,,,,,
2021-11-19,Canada,Northwest Territories,,,,,,,,
2021-11-19,Canada,Nova Scotia,,,,,,,,
2021-11-19,Canada,Nunavut,,,,,,,,
2021-11-19,Canada,Ontario,,,,,,,,
2021-11-19,Canada,Prince Edward Island,,,,,,,,
2021-11-19,Canada,Quebec,,,,,,,,
2021-11-19,Canada,Saskatchewan,,,,,,,,
2021-11-19,Canada,Yukon,,,,,,,,
2021-11-19,Cape Verde,,,,,,,,,
2021-11-19,Central African Republic,,,,,,,,,1
2021-11-19,Chad,,,,,,,,,
2021-11-19,Chile,,0,0,0,0,,,0,1
2021-11-19,China,,,,,,,,,
2021-11-19,China,Anhui,,,,,,,,
2021-11-19,China,Beijing,,,,,,,,
2021-11-19,China,Chongqing,,,,,,,,
2021-11-19,China,Fujian,,,,,,,,
2021-11-19,China,Gansu,,,,,,,,
2021-11-19,China,Guangdong,,,,,,,,
2021-11-19,China,Guangxi,,,,,,,,
2021-11-19,China,Guizhou,,,,,,,,
2021-11-19,China,Hainan,,,,,,,,
2021-11-19,China,Hebei,,,,,,,,
2021-11-19,China,Heilongjiang,,,,,,,,
2021-11-19,China,Henan,,,,,,,,
2021-11-19,China,Hubei,,,,,,,,
2021-11-19,China,Hunan,,,,,,,,
2021-11-19,China,Inner Mongolia,,,,,,,,
2021-11-19,China,Jiangsu,,,,,,,,
2021-11-19,China,Jiangxi,,,,,,,,
2021-11-19,China,Jilin,,,,,,,,
2021-11-19,China,Liaoning,,,,,,,,
2021-11-19,China,Ningxia,,,,,,,,
2021-11-19,China,Qinghai,,,,,,,,
2021-11-19,China,Shaanxi,,,,,,,,
2021-11-19,China,Shandong,,,,,,,,
2021-11-19,China,Shanghai,,,,,,,,
2021-11-19,China,Shanxi,,,,,,,,
2021-11-19,China,Sichuan,,,,,,,,
2021-11-19,China,Tianjin,,,,,,,,
2021-11-19,China,Tibet,,,,,,,,
2021-11-19,China,Xinjiang,,,,,,,,
2021-11-19,China,Yunnan,,,,,,,,
2021-11-19,China,Zhejiang,,,,,,,,
2021-11-19,Colombia,,,,,,,,,
2021-11-19,Comoros,,,,,,,,,
2021-11-19,Congo,,,,1,1,,1,,1
2021-11-19,Costa Rica,,,,,,,,,
2021-11-19,Cote d`Ivoire,,,,,,,,,
2021-11-19,Croatia,,1,1,1,1,,,,1
2021-11-19,Cuba,,1,1,0,0,,0,,1
2021-11-19,Cyprus,,1,1,1,1,1,,,1
2021-11-19,Czechia,,,,,,,,,
2021-11-19,Democratic Republic of Congo,,,,,,,,,
2021-11-19,Denmark,,1,1,1,1,,,,1
2021-11-19,Djibouti,,1,1,,1,1,,,1
2021-11-19,Dominica,,,,,,,,,
2021-11-19,Dominican Republic,,,,,,,,,
2021-11-19,Ecuador,,1,1,1,0,0,1,0,1
